Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57211076339,57211076339,Optimal multistage sequential hypothesis testing,"Novikov, A.| Reyes-Pérez, P.",2.0,27967953300| 57211076339,2020.0,2020-03-01,Journal of Statistical Planning and Inference,205,-,219-230,-,ISSN-03783758,12136.0,Journal,Elsevier B.V.,English,0.96,34,1.4,55,0.622,40,1.37,34.0,2.0,0.14,7.35,68.0,70.0,0.0,0.0,"Novikov, A., Reyes-Pérez, P. (2020).Optimal multistage sequential hypothesis testing. Journal of Statistical Planning and Inference,205219-230",https://www.scopus.com/record/display.url?eid=2-s2.0-85072587740&origin=resultslist,10.1016/j.jspi.2019.07.005,Article,,2-s2.0-85072587740,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,27967953300,57211076339,57211076339,-,Mexico,1.0,1804| 2604| 2613,"Statistics, Probability and Uncertainty| Applied Mathematics| Statistics and Probability",2| 4,Engineering & Technology| Natural Sciences,344| 213| 431,Statistics & Operational Research| Data Science| Mathematics,37,Physical Sciences,49,Mathematical Sciences,4905,Statistics,-,Statistical Models for Reliability and Risk Assessment,221,59.908,Optimal Change Detection in Stochastic Systems,9642,77.617,Definitive,2020.0,2.0,N/A,"Novikov, A.| Reyes-Pérez, P.",Universidad Autónoma Metropolitana,Mexico,0
