Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
51561450200,51561450200,Prevalence and determining factors of gastrointestinal parasite infection in pet dogs in an urban area,"Loyola-Suárez, L.| Guzmán-Sánchez, A.| Serrano-Aguilar, N.A.| Estrada-Barrón, S.G.| Rosales-Torres, A.M.| Herrera-Barragán, J.A.",6.0,57212165986| 57212170656| 57212173054| 51561450200| 57195455752| 8681044000,2019.0,2019-01-01,Revista Brasileira de Medicina Veterinaria,41,-,-,e100119,ISSN-01002430,21100855893.0,Journal,Society of Veterinary Medicine of the State of Rio de Janeiro,English,0.2,85,0.3,81,0.136,87,1.26,29.0,2.0,0.0,5.0,67.0,75.0,0.0,0.0,"Loyola-Suárez, L., Guzmán-Sánchez, A., Serrano-Aguilar, N.A. and 3 more (...) (2019).Prevalence and determining factors of gastrointestinal parasite infection in pet dogs in an urban area. Revista Brasileira de Medicina Veterinaria,41",https://www.scopus.com/record/display.url?eid=2-s2.0-85076120001&origin=resultslist,10.29374/2527-2179.bjvm100119,Article,Gold|Green,2-s2.0-85076120001,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,57212165986,8681044000,8681044000,-,Mexico,1.0,3400,General Veterinary,5,Life Sciences & Medicine,546,Veterinary Science,32,Life Sciences,31| 30,"Biological Sciences| Agricultural, Veterinary And Food Sciences",3109| 3009| 3003,Zoology| Veterinary sciences| Animal production,-,Parasite Dynamics in Livestock and Wildlife,670,54.48,Zoonotic Parasites in Canine and Feline Populations,11401,82.984,Definitive,2019.0,2.0,N/A,"Loyola-Suárez, L.| Guzmán-Sánchez, A.| Serrano-Aguilar, N.A.| Estrada-Barrón, S.G.| Rosales-Torres, A.M.| Herrera-Barragán, J.A.",Universidad Autónoma Metropolitana,Mexico,0
