Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
58504562400,58504562400,"""...my illness...and necessity drove me to come here..."" Don Tomás, a garbage worker","Cortés Viveros, J.F.| Cuéllar Romero, R.",2.0,58504562400| 57218893322,2023.0,2023-07-11,Social Medicine,16,2,95-100,-,ISSN-15577112,19900193224.0,Journal,Social Medicine Publishing Group,Spanish,0.04,95,0.3,94,0.114,98,0.48,10.0,0.0,0.0,7.08,77.0,77.0,0.0,0.0,"Cortés Viveros, J.F., Cuéllar Romero, R. (2023).""...my illness...and necessity drove me to come here..."" Don Tomás, a garbage worker. Social Medicine,16(2) 95-100",https://www.scopus.com/record/display.url?eid=2-s2.0-85165690457&origin=resultslist,-,Article,,2-s2.0-85165690457,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923| 60010210,Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana Unidad Xochimilco,58504562400,57218893322,-,-,Mexico,1.0,2739| 3306,"Public Health, Environmental and Occupational Health| Health (social science)",5| 3,Life Sciences & Medicine| Social Sciences & Management,532,Medicine,40| 34,Social Sciences| Medical and Health,44| 42,Human Society| Health Sciences,4204| 4206| 4401,Midwifery| Public health| Anthropology,-,"Intersections of Education, Territory, and Trafficking",748,17.528,Subjectivity and Discourse in Brazilian Education,5413,62.615,Other,2023.0,0.0,N/A,"Cortés Viveros, J.F.| Cuéllar Romero, R.",Universidad Autónoma Metropolitana,Mexico,0
