Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
56415016000,56415016000,LSTM Deep Neural Networks Postfiltering for Enhancing Synthetic Voices,"Coto-Jiménez, M.| Goddard-Close, J.",2.0,56415016000| 57196787845,2018.0,2018-01-01,International Journal of Pattern Recognition and Artificial Intelligence,32,1,-,1860008,ISSN-02180014,24310.0,Journal,World Scientific Publishing Co. Pte Ltd,English,0.66,53,2.2,49,0.304,49,0.73,27.0,16.0,0.83,14.4,31.0,34.0,0.0,0.0,"Coto-Jiménez, M., Goddard-Close, J. (2018).LSTM Deep Neural Networks Postfiltering for Enhancing Synthetic Voices. International Journal of Pattern Recognition and Artificial Intelligence,32(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85027505179&origin=resultslist,10.1142/S021800141860008X,Article,,2-s2.0-85027505179,-,Universidad Autónoma Metropolitana| University of Costa Rica,505017| 502001,Academic,2.0,60071929| 60014923,Universidad de Costa Rica| Universidad Autónoma Metropolitana,56415016000,57196787845,-,-,Mexico,1.0,1702| 1707| 1712,Artificial Intelligence| Computer Vision and Pattern Recognition| Software,2,Engineering & Technology,212| 213,Computer Science & Information Systems| Data Science,38,Computer Science,46,Information And Computing Sciences,4603| 4611| 4602,Computer vision and multimedia computation| Machine learning| Artificial intelligence,-,Speech Recognition and Processing,66,82.145,Speech Synthesis and Neural Networks,13018,56.573,Definitive,2018.0,16.0,N/A,"Coto-Jiménez, M.| Goddard-Close, J.",Universidad Autónoma Metropolitana| University of Costa Rica,Mexico,0
