Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
58909019500,58909019500,Methodology to determine the embedment depth of bridge piers considering the duration of rainfall events,"Cruz-Vargas, J.G.| Gómez- Soberón, M.C.| De León-Escobedo, D.| Rojas-Serna, C.",4.0,58909019500| 55315245300| 7005539240| 15623355800,2024.0,2024-10-01,Structures,68,-,-,107081,ISSN-23520124,21100372467.0,Journal,Elsevier Ltd,English,1.52,12,6.5,6,1.085,2,0.81,18.0,0.0,0.0,7.18,70.0,70.0,0.0,0.0,"Cruz-Vargas, J.G., Gómez- Soberón, M.C., De León-Escobedo, D. and 1 more (...) (2024).Methodology to determine the embedment depth of bridge piers considering the duration of rainfall events. Structures,68",https://www.scopus.com/record/display.url?eid=2-s2.0-85202689539&origin=resultslist,10.1016/j.istruc.2024.107081,Article,,2-s2.0-85202689539,-,Universidad Autónoma Metropolitana| Universidad Autonoma del Estado de Mexico,505017| 505051,Academic,2.0,131636811| 60014923| 60002281,Center of Technological| Universidad Autónoma Metropolitana| Universidad Autónoma del Estado de México,58909019500,15623355800,55315245300,-,Mexico,1.0,2205| 2213| 2215| 2216,"Civil and Structural Engineering| Safety, Risk, Reliability and Quality| Building and Construction| Architecture",1| 2,Arts & Humanities| Engineering & Technology,220| 249| 106,Engineering - Civil & Structural| Engineering - Petroleum| Architecture,33| 36,Arts and Humanities| Engineering,40,Engineering,4005,Civil engineering,-,Seismic Response and Uncertainty in Structural Analysis,1061,35.84,Seismic Fragility Assessment of Bridge Structures,8194,96.348,Definitive,2024.0,0.0,N/A,"Cruz-Vargas, J.G.| Gómez- Soberón, M.C.| De León-Escobedo, D.| Rojas-Serna, C.",Universidad Autónoma Metropolitana| Universidad Autonoma del Estado de Mexico,Mexico,0
