Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57203524707,57203524707,Human Rights Feelings and Opinions from Mexico City,"Fournier, M.D.L.| Ortiz, C.",2.0,57203524707| 57203525993,2018.0,2018-09-03,Public Integrity,20,5,497-511,-,ISSN-10999922,5700162015.0,Journal,Taylor and Francis Ltd.,English,0.7,50,0.8,29,-,-,0.79,18.0,0.0,0.0,4.63,82.0,74.0,0.0,0.0,"Fournier, M.D.L., Ortiz, C. (2018).Human Rights Feelings and Opinions from Mexico City. Public Integrity,20(5) 497-511",https://www.scopus.com/record/display.url?eid=2-s2.0-85052066553&origin=resultslist,10.1080/10999922.2017.1402737,Article,,2-s2.0-85052066553,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210| 121225641,Universidad Autónoma Metropolitana Unidad Xochimilco| Instituto Morelense de Procesos Electorales y Participación Ciudadana,57203524707,57203525993,57203525993,-,Mexico,1.0,1211| 1403| 3308| 3312| 3321,Philosophy| Business and International Management| Law| Sociology and Political Science| Public Administration,1| 3,Arts & Humanities| Social Sciences & Management,308| 342| 340| 328| 348| 138,Business & Management Studies| Sociology| Politics & International Studies| Law and Legal Studies| Social Policy & Administration| Philosophy,42| 40| 33| 35,Law| Social Sciences| Arts and Humanities| Business and Economics,50| 44,Philosophy And Religious Studies| Human Society,5001| 4407,Applied ethics| Policy and administration,SDG 16,Migration Dynamics and Socioeconomic Impacts,32,83.519,Violence and Governance in Mexico's Drug Trade,13729,86.033,Very Good,2018.0,0.0,N/A,"Fournier, M.D.L.| Ortiz, C.",Universidad Autónoma Metropolitana,Mexico,0
