Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57212469211,57212469211,Assumptions behind“outside evaluation-financial stimuli” on university faculty: A method contrasting Spain and Mexico,"Rosalía Susana Lastra, B.| Comas R, Ó.J.| Eva Aguayo, L.",3.0,57245553300| 57212469211| 57212477470,2018.0,2018-01-01,Revista de la Educacion Superior,47,185,57-81,-,ISSN-01852760,21100784205.0,Journal,Asociacion Nacional de Universidad e Instituciones de Educacion Superior,Spanish,1.3,17,0.8,61,0.19,77,0.49,22.0,0.0,0.0,6.01,82.0,74.0,0.0,0.0,"Rosalía Susana Lastra, B., Comas R, Ó.J., Eva Aguayo, L. (2018).Assumptions behind“outside evaluation-financial stimuli” on university faculty: A method contrasting Spain and Mexico. Revista de la Educacion Superior,47(185) 57-81",https://www.scopus.com/record/display.url?eid=2-s2.0-85076731493&origin=resultslist,10.36857/resu.2018.185.73,Article,Gold,2-s2.0-85076731493,-,Universidad de Guanajuato| Universidad Autónoma Metropolitana| University of Santiago de Compostela,505020| 505017| 312031,Academic,3.0,60033291| 60014923| 60028419,Universidad de Guanajuato| Universidad Autónoma Metropolitana| Universidade de Santiago de Compostela,57245553300,57212477470,57245553300,-,Spain| Mexico,2.0,3304,Education,3,Social Sciences & Management,318,Education & Training,41,Education Studies,40| 39,Engineering| Education,3902| 3903| 4010,"Education policy, sociology and philosophy| Education systems| Engineering practice and education",-,Internationalization and Quality in Higher Education Systems,908,60.432,Transformations in Mexican Higher Education Policies,26517,45.978,Very Good,2018.0,0.0,N/A,"Rosalía Susana Lastra, B.| Comas R, Ó.J.| Eva Aguayo, L.",Universidad de Guanajuato| Universidad Autónoma Metropolitana| University of Santiago de Compostela,Spain| Mexico,0
