Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57221831522,57221831522,CULTURAL ARTIFACTS AND IDENTITIES: THE CHAMULA NAGUA AND THE INGA CHUMBE,"Barahona, G.M.A.| Mattute, A.V.",2.0,57226867461| 57221831522,2023.0,2023-01-01,Chungara,55,4,751-772,-,ISSN-07161182,4700152616.0,Journal,Universidad de Tarapaca,English| Spanish,1.01,27,1,31,0.373,26,0.29,3.0,0.0,0.0,2.81,77.0,77.0,0.0,0.0,"Barahona, G.M.A., Mattute, A.V. (2023).CULTURAL ARTIFACTS AND IDENTITIES: THE CHAMULA NAGUA AND THE INGA CHUMBE. Chungara,55(4) 751-772",https://www.scopus.com/record/display.url?eid=2-s2.0-85198444802&origin=resultslist,10.4067/s0717-73562023005002404,Article,Gold,2-s2.0-85198444802,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,131453450| 60028381| 60014923,Red de Estudios sobre las Resistencias Indígenas - RERI| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma Metropolitana,57226867461,57221831522,-,-,Mexico,1.0,3302| 3314,Archeology| Anthropology,3,Social Sciences & Management,304| 105,Anthropology| Archaeology,33| 40,Arts and Humanities| Social Sciences,43| 44| 45,"History, Heritage And Archaeology| Human Society| Indigenous Studies",4301| 4519| 4401,"Archaeology| Other Indigenous data, methodologies and global Indigenous studies| Anthropology",-,Cultural Dynamics and Social Integration in Latin America,1456,4.709,Cultural Dynamics and Historical Narratives in Colombia,54953,22.635,Other,2023.0,0.0,N/A,"Barahona, G.M.A.| Mattute, A.V.",Universidad Autónoma Metropolitana,Mexico,0
