Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
58497741000,58497741000,Phenomenological description of the acidity of the citric acid and its deprotonated species: informational-theoretical study,"Vázquez-Hernández, H.| Esquivel, R.O.",2.0,58497741000| 6701863365,2023.0,2023-08-01,Journal of Molecular Modeling,29,8,-,253,ISSN-16102940,57844.0,Journal,Springer Science and Business Media Deutschland GmbH,English,0.53,61,3.5,43,0.332,62,1.1,20.0,3.0,0.25,11.99,49.0,63.0,0.0,0.0,"Vázquez-Hernández, H., Esquivel, R.O. (2023).Phenomenological description of the acidity of the citric acid and its deprotonated species: informational-theoretical study. Journal of Molecular Modeling,29(8) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85165355648&origin=resultslist,10.1007/s00894-023-05589-2,Article,,2-s2.0-85165355648,37464113,Universidad Autónoma Metropolitana| University of Granada,505017| 312057,Academic,2.0,60028381| 60027844,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad de Granada,58497741000,6701863365,6701863365,-,Mexico| Spain,2.0,1503| 1604| 1605| 1606| 1703| 1706,Catalysis| Inorganic Chemistry| Organic Chemistry| Physical and Theoretical Chemistry| Computational Theory and Mathematics| Computer Science Applications,2| 4,Engineering & Technology| Natural Sciences,409| 212| 213| 249| 219,Chemistry| Computer Science & Information Systems| Data Science| Engineering - Petroleum| Engineering - Chemical,36| 37| 38,Engineering| Physical Sciences| Computer Science,34,Chemical Sciences,3406| 3407| 3404,Physical chemistry| Theoretical and computational chemistry| Medicinal and biomolecular chemistry,-,Quantum Information and Optical State Manipulation,9,93.394,Information Theory Applications in Quantum Systems,14686,83.419,Definitive,2023.0,3.0,N/A,"Vázquez-Hernández, H.| Esquivel, R.O.",Universidad Autónoma Metropolitana| University of Granada,Mexico| Spain,0
