Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57954953800,57954953800,Cannabis and cannabinoids as an alternative remedy in metabolic syndrome,"Montoya-Alatriste, C.A.| Alarcon-Aguilar, F.J.",2.0,57954953800| 55989721500,2022.0,2022-01-01,Brazilian Journal of Pharmaceutical Sciences,58,-,-,e20161,ISSN-19848250,19700182901.0,Journal,Faculdade de Ciencias Farmaceuticas (Biblioteca),English,0.61,56,1.2,63,0.263,43,1.46,22.0,10.0,1.4,6.41,30.0,20.0,0.0,0.0,"Montoya-Alatriste, C.A., Alarcon-Aguilar, F.J. (2022).Cannabis and cannabinoids as an alternative remedy in metabolic syndrome. Brazilian Journal of Pharmaceutical Sciences,58",https://www.scopus.com/record/display.url?eid=2-s2.0-85141382433&origin=resultslist,10.1590/s2175-97902022e20161,Article,Gold|Green,2-s2.0-85141382433,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,57954953800,55989721500,55989721500,-,Mexico,1.0,3000,"General Pharmacology, Toxicology and Pharmaceutics",5,Life Sciences & Medicine,537,Pharmacy & Pharmacology,34,Medical and Health,34| 42| 32,Chemical Sciences| Health Sciences| Biomedical And Clinical Sciences,3404| 3214| 4208,"Medicinal and biomolecular chemistry| Pharmacology and pharmaceutical sciences| Traditional, complementary and integrative medicine",SDG 3,Cannabis Effects on Health and Regulation,607,79.202,Endocannabinoid System's Role in Metabolic Disorders,12567,85.553,Very Good,2022.0,10.0,N/A,"Montoya-Alatriste, C.A.| Alarcon-Aguilar, F.J.",Universidad Autónoma Metropolitana,Mexico,0
