Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57215683045,57215683045,GPR30 expression and function in breast cancer cells are induced through a cis–acting element targeted by ETS factors,"Segura-Bautista, D.| Olivares, A.| Casas-González, P.| Bonilla, E.| Salazar, Z.| Pérez-Solis, M.A.",6.0,57215683045| 7003661565| 7801585067| 57206291687| 16176095600| 56000808100,2020.0,2020-01-01,Oncology Reports,43,5,1669-1682,-,ISSN-1021335X,12568.0,Journal,Spandidos Publications,English,0.84,42,6.9,21,1.094,21,0.44,13.0,8.0,0.33,15.1,45.0,56.0,0.0,0.0,"Segura-Bautista, D., Olivares, A., Casas-González, P. and 3 more (...) (2020).GPR30 expression and function in breast cancer cells are induced through a cis–acting element targeted by ETS factors. Oncology Reports,43(5) 1669-1682",https://www.scopus.com/record/display.url?eid=2-s2.0-85081697061&origin=resultslist,10.3892/or.2020.7540,Article,Bronze,2-s2.0-85081697061,32323852,Universidad Autónoma Metropolitana| Instituto Mexicano del Seguro Social,505017| 505006,Academic| Government,2.0,60008467| 60028381,Instituto Mexicano del Seguro Social| Universidad Autónoma Metropolitana -Unidad Iztapalapa,57215683045,56000808100,56000808100,-,Mexico,1.0,1306| 2730,Cancer Research| Oncology,5,Life Sciences & Medicine,532| 507,Medicine| Biological Sciences,34,Medical and Health,31| 32,Biological Sciences| Biomedical And Clinical Sciences,3211| 3101,Oncology and carcinogenesis| Biochemistry and cell biology,SDG 3,Hormonal Influence on Cancer and Women's Health,345,60.955,Estrogen Receptors and Their Role in Cancer Dynamics,11694,91.6,Very Good,2020.0,8.0,N/A,"Segura-Bautista, D.| Olivares, A.| Casas-González, P.| Bonilla, E.| Salazar, Z.| Pérez-Solis, M.A.",Universidad Autónoma Metropolitana| Instituto Mexicano del Seguro Social,Mexico,0
