Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
58093014300,58093014300,Shaping quality accreditation as a field of study. A systematic review of international research (1998-2016),"Guzmán-Puentes, S.| Guevara-Ramírez, R.",2.0,58093231300| 58093014300,2022.0,2022-01-01,Revista Iberoamericana de Educacion Superior,13,36,160-180,-,ISSN-20072872,21100400803.0,Journal,Universidad Nacional Autonoma de Mexico,Spanish,0.65,53,1,71,0.239,70,0.92,33.0,6.0,0.61,8.17,42.0,43.0,0.0,0.0,"Guzmán-Puentes, S., Guevara-Ramírez, R. (2022).Shaping quality accreditation as a field of study. A systematic review of international research (1998-2016). Revista Iberoamericana de Educacion Superior,13(36) 160-180",https://www.scopus.com/record/display.url?eid=2-s2.0-85147516283&origin=resultslist,10.22201/iisue.20072872e.2022.36.1189,Article,Gold,2-s2.0-85147516283,-,Universidad Autónoma Metropolitana| Universidad Javeriana| Universidad Pedagógica Nacional,505017| 604006| 706140,Academic,3.0,60107009| 60033545| 60014923,"Universidad Pedagógica Nacional, Bogota| Pontificia Universidad Javeriana| Universidad Autónoma Metropolitana",58093231300,58093014300,-,-,Mexico| Colombia,2.0,3304,Education,3,Social Sciences & Management,318,Education & Training,41,Education Studies,39| 40,Education| Engineering,3903| 4010| 3902,"Education systems| Engineering practice and education| Education policy, sociology and philosophy",SDG 4,Internationalization and Quality in Higher Education Systems,908,60.432,Quality Assurance Frameworks in Higher Education,5407,91.044,Very Good,2022.0,6.0,N/A,"Guzmán-Puentes, S.| Guevara-Ramírez, R.",Universidad Autónoma Metropolitana| Universidad Javeriana| Universidad Pedagógica Nacional,Mexico| Colombia,0
