Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
59504875500,59504875500,"Tommaso Campanella's apology for Galileo, which turns into a defense of hermeneutics","Gutiérrez Mueller, B.",1.0,59504875500,2023.0,2023-01-13,Cuadernos de Teologia,15,-,-,e5857,ISSN-07198175,21101371013.0,Journal,Universidad Catolica del Norte,Spanish,-,-,-,-,-,-,0.0,0.0,0.0,0.0,1.26,77.0,77.0,0.0,0.0,"Gutiérrez Mueller, B. (2023).Tommaso Campanella's apology for Galileo, which turns into a defense of hermeneutics. Cuadernos de Teologia,15",https://www.scopus.com/record/display.url?eid=2-s2.0-105024775260&origin=resultslist,10.22199/issn.0719-8175-5857,Article,Gold|Green,2-s2.0-105024775260,-,Benemerita Universidad Autonoma de Puebla| Universidad Autónoma Metropolitana,505001| 505017,Academic,2.0,60024830| 60028381,Benemérita Universidad Autónoma de Puebla| Universidad Autónoma Metropolitana -Unidad Iztapalapa,-,-,59504875500,59504875500,Mexico,1.0,1208| 1211| 1212| 3316,Literature and Literary Theory| Philosophy| Religious Studies| Cultural Studies,1| 3,Arts & Humanities| Social Sciences & Management,311| 138| 145| 123,"Communication & Media Studies| Philosophy| Theology, Divinity & Religious Studies| English Language & Literature",33| 40,Arts and Humanities| Social Sciences,-,-,-,-,-,Interconnections of Islamic and Jewish Traditions,1388,5.428,Christian-Muslim Dialogue and the Legacy of Massignon,69543,12.404,Defensible,2023.0,0.0,N/A,"Gutiérrez Mueller, B.",Benemerita Universidad Autonoma de Puebla| Universidad Autónoma Metropolitana,Mexico,0
