Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57218892124,57218892124,Tolerance and accumulation of lead by endophytic association between festuca arundinacea and lewia sp.,"Ortega-Aguilar, C.S.| Gutiérrez-Rojas, M.| Cruz-Hernández, A.",3.0,57218892124| 6603961112| 57212150383,2020.0,2020-01-01,Revista Mexicana de Ingeniera Quimica,19,-,151-160,-,ISSN-16652738,19900192431.0,Journal,Universidad Autonoma Metropolitana Iztapalapa,English,0.84,41,2.2,53,0.288,57,0.69,24.0,1.0,0.0,14.64,74.0,78.0,0.0,0.0,"Ortega-Aguilar, C.S., Gutiérrez-Rojas, M., Cruz-Hernández, A. (2020).Tolerance and accumulation of lead by endophytic association between festuca arundinacea and lewia sp.. Revista Mexicana de Ingeniera Quimica,19151-160",https://www.scopus.com/record/display.url?eid=2-s2.0-85090648658&origin=resultslist,10.24275/rmiq/Bio1649,Article,Hybrid gold,2-s2.0-85090648658,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381| 60020223,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Tecnológica de México,57218892124,57212150383,57212150383,-,Mexico,1.0,1500,General Chemical Engineering,2,Engineering & Technology,219,Engineering - Chemical,36,Engineering,31| 40| 30,"Biological Sciences| Engineering| Agricultural, Veterinary And Food Sciences",4004| 3006| 3106,Chemical engineering| Food sciences| Industrial biotechnology,SDG 15,Arsenic Contamination in Soil and Water Systems,225,93.787,Manganese Toxicity and Plant Adaptation Mechanisms,28130,73.719,Definitive,2020.0,1.0,N/A,"Ortega-Aguilar, C.S.| Gutiérrez-Rojas, M.| Cruz-Hernández, A.",Universidad Autónoma Metropolitana,Mexico,0
