Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
56976444000,56976444000,The construction of the minimum wage and nutrition in Mexico in the early 20th century,"Domínguez, J.V.",1.0,56976444000,2023.0,2023-01-01,Historia Critica,2023,87,101-125,-,ISSN-01211617,5600155211.0,Journal,"Universidad de los Andes, Bogota Colombia",English,1.44,12,0.8,21,0.249,16,1.92,28.0,1.0,0.38,2.65,65.0,55.0,0.0,0.0,"Domínguez, J.V. (2023).The construction of the minimum wage and nutrition in Mexico in the early 20th century. Historia Critica,2023(87) 101-125",https://www.scopus.com/record/display.url?eid=2-s2.0-85146515870&origin=resultslist,10.7440/histcrit87.2023.05,Article,Gold|Green,2-s2.0-85146515870,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,-,-,56976444000,56976444000,Mexico,1.0,1202| 3301| 3305| 3316,"History| Social Sciences (miscellaneous)| Geography, Planning and Development| Cultural Studies",3| 1,Social Sciences & Management| Arts & Humanities,311| 126| 425,Communication & Media Studies| History| Geography,33| 40,Arts and Humanities| Social Sciences,38| 43| 44,"Economics| History, Heritage And Archaeology| Human Society",3801| 4303| 4401,Applied economics| Historical studies| Anthropology,SDG 8| SDG 10,Spatial Dynamics in Real Estate Valuation Models,1220,47.482,Consumer Price Index and Purchasing Power Dynamics,11700,70.351,Definitive,2023.0,1.0,N/A,"Domínguez, J.V.",Universidad Autónoma Metropolitana,Mexico,0
