Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57867658700,57867658700,The effects of credit cards on consumption structure and inequality in Mexican households,"Eli Ceballos-Mina, O.| Santiago-Ayala, L.E.",2.0,57867658700| 57218926743,2020.0,2020-03-02,Revista Finanzas y Politica Economica,11,2,299-320,-,ISSN-22486046,21100842860.0,Journal,Catholic University of Colombia,Spanish,0.4,70,0.3,91,0.121,93,1.8,96.0,3.0,0.17,11.56,62.0,67.0,0.0,0.0,"Eli Ceballos-Mina, O., Santiago-Ayala, L.E. (2020).The effects of credit cards on consumption structure and inequality in Mexican households. Revista Finanzas y Politica Economica,11(2) 299-320",https://www.scopus.com/record/display.url?eid=2-s2.0-85090811083&origin=resultslist,10.14718/REVFINANZPOLITECON.2019.11.2.5,Article,Gold|Green,2-s2.0-85090811083,-,"El Colegio de Mexico, A.C.| Universidad Autónoma Metropolitana",704101| 505017,Academic,2.0,60005883| 60023193| 60014923,"El Colegio de Mexico, A.C.| Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Autónoma Metropolitana",57867658700,57218926743,-,-,Mexico,1.0,2002| 2003,Economics and Econometrics| Finance,3,Social Sciences & Management,317| 301,Economics & Econometrics| Accounting & Finance,35,Business and Economics,35| 38,"Commerce, Management, Tourism And Services| Economics",3801| 3502| 3507,"Applied economics| Banking, finance and investment| Strategy, management and organisational behaviour",SDG 8,"Indigenous Rights, Autonomy, and Resource Management",1482,9.68,Buen Vivir: Indigenous Perspectives on Development,7241,83.759,Defensible,2020.0,3.0,N/A,"Eli Ceballos-Mina, O.| Santiago-Ayala, L.E.","El Colegio de Mexico, A.C.| Universidad Autónoma Metropolitana",Mexico,0
