Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57220061835,57220061835,On the engineering of a laboratory LED-based photocatalytic reactor for radiative and kinetic studies,"Gómez-Llanos, A.| Lequeux, C.| Ramos, L.A.| Ruiz, R.S.| Cabello, J.J.| Castillo, C.O.",6.0,57219309591| 57220061835| 57215835095| 6507059297| 56175584600| 23007559200,2021.0,2021-04-01,Canadian Journal of Chemical Engineering,99,4,959-970,-,ISSN-00084034,16366.0,Journal,John Wiley and Sons Inc,English,0.72,49,3.9,38,0.432,43,1.51,45.0,4.0,0.14,14.25,55.0,72.0,0.0,0.0,"Gómez-Llanos, A., Lequeux, C., Ramos, L.A. and 3 more (...) (2021).On the engineering of a laboratory LED-based photocatalytic reactor for radiative and kinetic studies. Canadian Journal of Chemical Engineering,99(4) 959-970",https://www.scopus.com/record/display.url?eid=2-s2.0-85096698321&origin=resultslist,10.1002/cjce.23897,Article,,2-s2.0-85096698321,-,Universidad Autónoma Metropolitana| KU Leuven,505017| 303008,Academic,2.0,60028381| 60025063,Universidad Autónoma Metropolitana -Unidad Iztapalapa| KU Leuven,57219309591,23007559200,23007559200,-,Belgium| Mexico,2.0,1500,General Chemical Engineering,2,Engineering & Technology,219,Engineering - Chemical,36,Engineering,40,Engineering,4004| 4019,Chemical engineering| Resources engineering and extractive metallurgy,-,Photocatalytic Properties of Titanium Dioxide Structures,62,94.768,Photocatalytic Reactor Models for Solar Applications,28752,88.168,Very Good,2021.0,4.0,N/A,"Gómez-Llanos, A.| Lequeux, C.| Ramos, L.A.| Ruiz, R.S.| Cabello, J.J.| Castillo, C.O.",Universidad Autónoma Metropolitana| KU Leuven,Belgium| Mexico,0
