Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57193239015,57193239015,CO2-selective membrane reactor process for water-gas-shift reaction with CO2 capture in a coal-based IGCC power plant,"Ovalle-Encinia, O.| Raupp, G.B.| Lin, J.Y.S.",3.0,57193239015| 7006327573| 25723514400,2024.0,2024-12-01,Chemical Engineering Research and Design,212,-,71-80,-,ISSN-02638762,16411.0,Journal,Institution of Chemical Engineers,English,0.99,30,6.5,27,0.728,26,1.54,23.0,8.0,0.83,9.58,18.0,34.0,0.0,0.0,"Ovalle-Encinia, O., Raupp, G.B., Lin, J.Y.S. (2024).CO2-selective membrane reactor process for water-gas-shift reaction with CO2 capture in a coal-based IGCC power plant. Chemical Engineering Research and Design,21271-80",https://www.scopus.com/record/display.url?eid=2-s2.0-85207899593&origin=resultslist,10.1016/j.cherd.2024.10.024,Article,Green,2-s2.0-85207899593,-,Universidad Autónoma Metropolitana| Arizona State University,505017| 508006,Academic,2.0,60139200| 60003892| 60028381,Ira A. Fulton Schools of Engineering| Arizona State University| Universidad Autónoma Metropolitana -Unidad Iztapalapa,57193239015,25723514400,25723514400,-,Mexico| United States,2.0,1500| 1600,General Chemical Engineering| General Chemistry,2| 4,Engineering & Technology| Natural Sciences,409| 219,Chemistry| Engineering - Chemical,36| 37,Engineering| Physical Sciences,40,Engineering,4019| 4004,Resources engineering and extractive metallurgy| Chemical engineering,SDG 13,Solid Oxide Fuel Cell Technology,335,85.154,Oxygen Transport Membranes in Energy Applications,4466,91.711,Definitive,2024.0,8.0,N/A,"Ovalle-Encinia, O.| Raupp, G.B.| Lin, J.Y.S.",Universidad Autónoma Metropolitana| Arizona State University,Mexico| United States,0
57193239015,57193239015,Nanoscale zinc ferrite synthesis and characterization for efficient dye removal through photo-Fenton catalytic oxidation,"Calzada, L.A.| Albiter, E.| Guerrero, M.| Rojas-García, E.| Ovalle-Encinia, O.| Valenzuela, M.A.",6.0,57197043080| 57205281920| 58684867100| 57193556861| 57193239015| 56539434500,2023.0,2023-12-01,MRS Advances,8,24,1391-1396,-,ISSN-20598521,21100849700.0,Journal,Springer Nature,English,0.31,78,1.5,69,0.226,72,2.75,57.0,1.0,0.08,12.29,65.0,75.0,0.0,0.0,"Calzada, L.A., Albiter, E., Guerrero, M. and 3 more (...) (2023).Nanoscale zinc ferrite synthesis and characterization for efficient dye removal through photo-Fenton catalytic oxidation. MRS Advances,8(24) 1391-1396",https://www.scopus.com/record/display.url?eid=2-s2.0-85175968535&origin=resultslist,10.1557/s43580-023-00678-z,Article,,2-s2.0-85175968535,-,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional| Universidad Nacional Autónoma de México,505017| 505011| 505023,Academic,3.0,60019176| 60006489| 60028381| 60032442,Instituto Politécnico Nacional| Escuela Superior de Ingenieria Quimica e Industrias Extractivas| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Nacional Autónoma de México,57197043080,56539434500,57197043080| 57205281920,-,Mexico,1.0,2210| 2211| 2500| 3104,Mechanical Engineering| Mechanics of Materials| General Materials Science| Condensed Matter Physics,2| 4,Engineering & Technology| Natural Sciences,439| 433| 222,Physics & Astronomy| Materials Science| Engineering - Mechanical,37| 36,Physical Sciences| Engineering,34| 40,Chemical Sciences| Engineering,3403| 4016| 4018,Macromolecular and materials chemistry| Materials engineering| Nanotechnology,-,Adsorption Mechanisms for Metal Ion Removal,54,98.234,Nanoparticle Applications in Heavy Metal Removal,8940,97.461,Definitive,2023.0,1.0,N/A,"Calzada, L.A.| Albiter, E.| Guerrero, M.| Rojas-García, E.| Ovalle-Encinia, O.| Valenzuela, M.A.",Universidad Autónoma Metropolitana| Instituto Politécnico Nacional| Universidad Nacional Autónoma de México,Mexico,0
57193239015,57193239015,Hydrogen-Rich Syngas Production in a Ce0.9Zr0.05Y0.05O2−δ/Ag and Molten Carbonates Membrane Reactor,"Raya-Colín, J.A.| Romero-Serrano, J.A.| Carrera-Figueiras, C.| Fabián-Anguiano, J.A.| Balmori-Ramírez, H.| Ovalle-Encinia, O.| Ortiz-Landeros, J.",7.0,58291741900| 57216083544| 56000811600| 57211146878| 6602379977| 57193239015| 24341599900,2024.0,2024-10-01,ChemEngineering,8,5,-,106,ISSN-23057084,21101020111.0,Journal,Multidisciplinary Digital Publishing Institute (MDPI),English,0.85,38,4.9,23,0.568,27,1.22,23.0,1.0,0.11,8.92,56.0,69.0,0.0,0.0,"Raya-Colín, J.A., Romero-Serrano, J.A., Carrera-Figueiras, C. and 4 more (...) (2024).Hydrogen-Rich Syngas Production in a Ce0.9Zr0.05Y0.05O2−δ/Ag and Molten Carbonates Membrane Reactor. ChemEngineering,8(5) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85207274309&origin=resultslist,10.3390/chemengineering8050106,Article,Gold|Green,2-s2.0-85207274309,-,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional| Universidad Autonoma de Yucatan,505017| 505011| 505015,Academic,3.0,60019176| 60006489| 60000409| 60014923| 60028381,Instituto Politécnico Nacional| Escuela Superior de Ingenieria Quimica e Industrias Extractivas| Universidad Autónoma de Yucatán| Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana -Unidad Iztapalapa,58291741900,24341599900,24341599900,-,Mexico,1.0,1500| 2100| 2200,General Chemical Engineering| General Energy| General Engineering,2,Engineering & Technology,249| 219| 221,Engineering - Petroleum| Engineering - Chemical| Engineering - Electrical & Electronic,36,Engineering,34| 40,Chemical Sciences| Engineering,3406| 4004| 4016,Physical chemistry| Chemical engineering| Materials engineering,SDG 7| SDG 13,Solid Oxide Fuel Cell Technology,335,85.154,Oxygen Transport Membranes in Energy Applications,4466,91.711,Definitive,2024.0,1.0,N/A,"Raya-Colín, J.A.| Romero-Serrano, J.A.| Carrera-Figueiras, C.| Fabián-Anguiano, J.A.| Balmori-Ramírez, H.| Ovalle-Encinia, O.| Ortiz-Landeros, J.",Universidad Autónoma Metropolitana| Instituto Politécnico Nacional| Universidad Autonoma de Yucatan,Mexico,0
