Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57190274686,57190274686,Non-conformal coarse-grained potentials for water,"Rodríguez-López, T.| Khalak, Y.| Karttunen, M.",3.0,57190274686| 57203333549| 7003336001,2017.0,2017-10-07,Journal of Chemical Physics,147,13,-,134108,ISSN-00219606,28134.0,Journal,American Institute of Physics Inc.,English,0.97,31,5.4,12,1.252,13,1.2,28.0,8.0,0.27,11.27,46.0,59.0,0.0,0.0,"Rodríguez-López, T., Khalak, Y., Karttunen, M. (2017).Non-conformal coarse-grained potentials for water. Journal of Chemical Physics,147(13) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85031798076&origin=resultslist,10.1063/1.4985914,Article,Bronze|Green,2-s2.0-85031798076,28987109,Eindhoven University of Technology| Universidad Autónoma Metropolitana| University of Waterloo| Western University,325002| 505017| 501051| 501052,Academic,4.0,60028381| 60014171| 60115730| 60032882| 60010884,Universidad Autónoma Metropolitana -Unidad Iztapalapa| University of Waterloo| Waterloo Institute for Nanotechnology| Technische Universiteit Eindhoven| Western University,57190274686,7003336001,-,-,Mexico| Netherlands| Canada,3.0,1606| 3100,Physical and Theoretical Chemistry| General Physics and Astronomy,2| 4,Engineering & Technology| Natural Sciences,249| 409| 439,Engineering - Petroleum| Chemistry| Physics & Astronomy,37,Physical Sciences,51| 34| 40,Physical Sciences| Chemical Sciences| Engineering,-,-,-,Molecular Dynamics and Hydrogen Bonding in Water,191,75.474,Coarse Grained Models in Molecular Dynamics,16246,93.594,Very Good,2017.0,8.0,N/A,"Rodríguez-López, T.| Khalak, Y.| Karttunen, M.",Eindhoven University of Technology| Universidad Autónoma Metropolitana| University of Waterloo| Western University,Mexico| Netherlands| Canada,0
