Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
58701231300,58701231300,Fluoride adsorption on stable amino acid functionalized HKUST-1,"Uribe-Vega, E.| Loera-Serna, S.",2.0,58701231300| 55818896000,2023.0,2023-10-01,Desalination and Water Treatment,308,-,160-169,-,ISSN-19443994,19700175585.0,Journal,Desalination Publications,English,0.29,80,2.2,55,0.256,66,0.47,10.0,1.0,0.09,11.2,65.0,74.0,0.0,0.0,"Uribe-Vega, E., Loera-Serna, S. (2023).Fluoride adsorption on stable amino acid functionalized HKUST-1. Desalination and Water Treatment,308160-169",https://www.scopus.com/record/display.url?eid=2-s2.0-85177177357&origin=resultslist,10.5004/dwt.2023.29928,Article,Bronze,2-s2.0-85177177357,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60023193,Universidad Autónoma Metropolitana - Azcapotzalco,58701231300,55818896000,55818896000,-,Mexico,1.0,2212| 2310| 2312,Ocean Engineering| Pollution| Water Science and Technology,3| 4| 2,Social Sciences & Management| Natural Sciences| Engineering & Technology,249| 451| 247| 416| 424,Engineering - Petroleum| Geophysics| Engineering - Mineral & Mining| Earth & Marine Sciences| Environmental Sciences,36| 37,Engineering| Physical Sciences,40,Engineering,4004| 4005| 4011,Chemical engineering| Civil engineering| Environmental engineering,SDG 3,Metal-Organic Frameworks in Environmental Applications,99,98.496,Metal Organic Frameworks in Gas Storage Applications,74,99.688,Definitive,2023.0,1.0,N/A,"Uribe-Vega, E.| Loera-Serna, S.",Universidad Autónoma Metropolitana,Mexico,0
