Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57973358100,57973358100,Microtheodyses and processes of subjectivation: Central American migrants mutilated in their transit through Mexico,"Terrones, L.A.| Aburto, H.Z.",2.0,57211325829| 57973358100,2022.0,2022-01-01,Estudios Fronterizos,23,-,-,e108,ISSN-23959134,21100933830.0,Journal,Universidad Autonoma de Baja California,Spanish,1.04,28,1.3,9,0.347,9,0.56,10.0,0.0,0.0,4.66,81.0,80.0,0.0,0.0,"Terrones, L.A., Aburto, H.Z. (2022).Microtheodyses and processes of subjectivation: Central American migrants mutilated in their transit through Mexico. Estudios Fronterizos,23",https://www.scopus.com/record/display.url?eid=2-s2.0-85142376323&origin=resultslist,10.21670/ref.2224108,Article,Gold|Green,2-s2.0-85142376323,-,Benemerita Universidad Autonoma de Puebla| Universidad Autónoma Metropolitana,505001| 505017,Academic,2.0,60024830| 60014923| 60010210,Benemérita Universidad Autónoma de Puebla| Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana Unidad Xochimilco,57211325829,57973358100,57211325829,-,Mexico,1.0,1202| 2002| 3305| 3312| 3314| 3317| 3320,"History| Economics and Econometrics| Geography, Planning and Development| Sociology and Political Science| Anthropology| Demography| Political Science and International Relations",1| 3,Arts & Humanities| Social Sciences & Management,317| 342| 304| 126| 425| 340,Economics & Econometrics| Sociology| Anthropology| History| Geography| Politics & International Studies,35| 33| 40,Business and Economics| Arts and Humanities| Social Sciences,44,Human Society,4407| 4401| 4403,Policy and administration| Anthropology| Demography,SDG 10,Migration Dynamics and Socioeconomic Impacts,32,83.519,Central American Migration and Smuggling Dynamics,42668,48.235,Very Good,2022.0,0.0,N/A,"Terrones, L.A.| Aburto, H.Z.",Benemerita Universidad Autonoma de Puebla| Universidad Autónoma Metropolitana,Mexico,0
