Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
55627402000,55627402000,Summer nocturne heat island and thermal comfort in madrid: Approaching a thermal planning for urban areas,"Allende Álvarez, F.| Fernández García, F.| Rasilla Álvarez, D.| Alcaide Muñoz, J.",4.0,55627402000| 6602594896| 6507308554| 57202317211,2018.0,2018-01-01,Ciudad y Territorio Estudios Territoriales,50,195,101-120,-,ISSN-11334762,21100381612.0,Journal,Ministerio de Fomento,Spanish,0.24,82,0.1,82,0.109,87,1.5,74.0,2.0,0.0,8.08,68.0,74.0,0.0,0.0,"Allende Álvarez, F., Fernández García, F., Rasilla Álvarez, D. and 1 more (...) (2018).Summer nocturne heat island and thermal comfort in madrid: Approaching a thermal planning for urban areas. Ciudad y Territorio Estudios Territoriales,50(195) 101-120",https://www.scopus.com/record/display.url?eid=2-s2.0-85047869102&origin=resultslist,-,Article,,2-s2.0-85047869102,-,Universidad Autónoma Metropolitana| Universidad de Cantabria| Universidad Autónoma de Madrid,505017| 312017| 312010,Academic,3.0,60014923| 60015179| 60026796,Universidad Autónoma Metropolitana| Universidad de Cantabria| Universidad Autónoma de Madrid,55627402000,57202317211,-,-,Spain,1.0,3305| 3322,"Geography, Planning and Development| Urban Studies",3,Social Sciences & Management,106| 425,Architecture| Geography,40,Social Sciences,33| 44,Built Environment And Design| Human Society,3304| 4407| 3301,Urban and regional planning| Policy and administration| Architecture,SDG 11,Urban Heat Management and Thermal Comfort Solutions,263,97.057,Urban Heat Island Dynamics and Land Surface Temperature,545,99.839,Very Good,2018.0,2.0,N/A,"Allende Álvarez, F.| Fernández García, F.| Rasilla Álvarez, D.| Alcaide Muñoz, J.",Universidad Autónoma Metropolitana| Universidad de Cantabria| Universidad Autónoma de Madrid,Spain,0
