Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
56014059900,56014059900,Intervention for the promotion on the consumption of milk and dairy products as a strategy to reduce overweight in adolescents of México,"Vázquez, C.C.R.| Tolentino, R.G.| León, S.V.Y.| Vázquez, M.R.| Herrera, M.C.| Delgado, R.M.",6.0,56740193500| 56887881100| 55993740200| 56011942500| 56014059900| 57210316764,2019.0,2019-05-01,Nutricion Hospitalaria,36,3,526-537,02270,ISSN-02121611,14786.0,Journal,ARAN Ediciones S.A.,Spanish,0.47,67,1.1,74,0.259,66,1.93,69.0,4.0,0.28,10.75,57.0,60.0,0.0,0.0,"Vázquez, C.C.R., Tolentino, R.G., León, S.V.Y. and 3 more (...) (2019).Intervention for the promotion on the consumption of milk and dairy products as a strategy to reduce overweight in adolescents of México. Nutricion Hospitalaria,36(3) 526-537",https://www.scopus.com/record/display.url?eid=2-s2.0-85069236725&origin=resultslist,10.20960/nh.02270,Article,,2-s2.0-85069236725,30985184,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210| 122961749,Universidad Autónoma Metropolitana Unidad Xochimilco| Fundación Aprende con Reyhan A.C.,56740193500,57210316764,56740193500,-,Mexico,1.0,2701| 2916,Medicine (miscellaneous)| Nutrition and Dietetics,5,Life Sciences & Medicine,534| 532,Nursing| Medicine,34,Medical and Health,32,Biomedical And Clinical Sciences,3213| 3202| 3210,Paediatrics| Clinical sciences| Nutrition and dietetics,SDG 3,Vitamin D's Role in Health and Disease Prevention,297,68.149,Dairy Consumption and Its Health Implications,7659,93.2,Definitive,2019.0,4.0,N/A,"Vázquez, C.C.R.| Tolentino, R.G.| León, S.V.Y.| Vázquez, M.R.| Herrera, M.C.| Delgado, R.M.",Universidad Autónoma Metropolitana,Mexico,0
