Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
55569038600,55569038600,Cold Housing in Central Mexico: Environmental Dissatisfaction and Underheating Lowers Self-Perceived Health in Central Mexico,"Zepeda-Gil, C.| Montiel-Castro, A.J.",2.0,57219743900| 55569038600,2023.0,2023-03-01,Buildings,13,3,-,814,ISSN-20755309,26980.0,Journal,MDPI,English,1.01,27,3.4,16,0.575,12,0.68,21.0,3.0,0.28,10.75,49.0,61.0,0.0,0.0,"Zepeda-Gil, C., Montiel-Castro, A.J. (2023).Cold Housing in Central Mexico: Environmental Dissatisfaction and Underheating Lowers Self-Perceived Health in Central Mexico. Buildings,13(3) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85152453998&origin=resultslist,10.3390/buildings13030814,Article,Gold|Green,2-s2.0-85152453998,-,Universidad de Monterrey| Universidad Autónoma Metropolitana,703470| 505017,Academic,2.0,60011167| 60112837,Universidad de Monterrey| Universidad Autónoma Metropolitana-Lerma,57219743900,55569038600,57219743900,-,Mexico,1.0,2205| 2215| 2216,Civil and Structural Engineering| Building and Construction| Architecture,2| 1,Engineering & Technology| Arts & Humanities,106| 220,Architecture| Engineering - Civil & Structural,36| 33,Engineering| Arts and Humanities,40| 33,Engineering| Built Environment And Design,4005| 3301| 3302,Civil engineering| Architecture| Building,-,Urban Heat Management and Thermal Comfort Solutions,263,97.057,Optimizing Indoor Thermal Comfort and Energy Use,897,99.421,Definitive,2023.0,3.0,N/A,"Zepeda-Gil, C.| Montiel-Castro, A.J.",Universidad de Monterrey| Universidad Autónoma Metropolitana,Mexico,0
