Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57221309004,57221309004,Monte carlo simulation for the game of Domino,"Montiel, B.M.| Moreno Montiel, C.H.| Alfaro Pérez, J.I.| Domínguez Sánchez, G.F.| Romero, R.M.",5.0,57221312183| 35107692700| 57221309004| 57221308413| 57221311813,2020.0,2020-01-01,Computacion y Sistemas,24,4,1369-1385,-,ISSN-14055546,21100223167.0,Journal,Instituto Politecnico Nacional,Spanish,0.46,66,1,73,0.167,79,0.45,19.0,0.0,0.0,11.76,83.0,78.0,0.0,0.0,"Montiel, B.M., Moreno Montiel, C.H., Alfaro Pérez, J.I. and 2 more (...) (2020).Monte carlo simulation for the game of Domino. Computacion y Sistemas,24(4) 1369-1385",https://www.scopus.com/record/display.url?eid=2-s2.0-85098760283&origin=resultslist,10.13053/CYS-24-4-3233,Article,,2-s2.0-85098760283,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381| 60020223,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Tecnológica de México,57221312183,57221311813,-,-,Mexico,1.0,1700,General Computer Science,2,Engineering & Technology,212,Computer Science & Information Systems,38,Computer Science,46,Information And Computing Sciences,4605| 4602| 4603,Data management and data science| Artificial intelligence| Computer vision and multimedia computation,-,Stochastic Models for Pricing and Risk Management,840,37.933,Stochastic Models in Option Pricing Dynamics,820,93.757,Other,2020.0,0.0,N/A,"Montiel, B.M.| Moreno Montiel, C.H.| Alfaro Pérez, J.I.| Domínguez Sánchez, G.F.| Romero, R.M.",Universidad Autónoma Metropolitana,Mexico,0
