Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57213320124,57213320124,Necessary and sufficient conditions for the strong local minimality of C1extremals on a class of non-smooth domains,"Cordero, J.C.| Koumatos, K.",2.0,57213320124| 36604609300,2020.0,2020-01-01,"ESAIM - Control, Optimisation and Calculus of Variations",26,-,-,49,ISSN-12928119,25955.0,Journal,EDP Sciences,English,1.09,27,2.3,48,1.017,13,0.3,6.0,4.0,0.38,10.5,58.0,53.0,0.0,0.0,"Cordero, J.C., Koumatos, K. (2020).Necessary and sufficient conditions for the strong local minimality of C1extremals on a class of non-smooth domains. ESAIM - Control, Optimisation and Calculus of Variations,26",https://www.scopus.com/record/display.url?eid=2-s2.0-85091567884&origin=resultslist,10.1051/cocv/2019019,Article,Green,2-s2.0-85091567884,-,University of Sussex| Universidad Autónoma Metropolitana,315103| 505017,Academic,2.0,60014923| 60017317,Universidad Autónoma Metropolitana| University of Sussex,57213320124,36604609300,36604609300,-,United Kingdom| Mexico,2.0,2207| 2605| 2606,Control and Systems Engineering| Computational Mathematics| Control and Optimization,4| 2,Natural Sciences| Engineering & Technology,431| 212,Mathematics| Computer Science & Information Systems,37| 36,Physical Sciences| Engineering,49,Mathematical Sciences,4901| 4903,Applied mathematics| Numerical and computational mathematics,-,Modeling Material Behavior Under Dynamic Loads,1200,23.022,Energy Minimization and Microstructural Dynamics in Materials,8959,70.59,Definitive,2020.0,4.0,N/A,"Cordero, J.C.| Koumatos, K.",University of Sussex| Universidad Autónoma Metropolitana,United Kingdom| Mexico,0
