Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57200290771,57200290771,Development of Mexican Non-Governmental Organizations and its coincidences with the United Nations Sustainable Development Goals,"Cardozo, L.R.",1.0,57200290771,2017.0,2017-01-01,"CIRIEC-Espana Revista de Economia Publica, Social y Cooperativa",-,91,59-84,-,ISSN-19896816,21100787833.0,Journal,CIRIEC,Spanish,0.42,69,0.3,80,0.16,72,6.11,274.0,15.0,1.01,5.96,33.0,29.0,0.0,0.0,"Cardozo, L.R. (2017).Development of Mexican Non-Governmental Organizations and its coincidences with the United Nations Sustainable Development Goals. CIRIEC-Espana Revista de Economia Publica, Social y Cooperativa,(91) 59-84",https://www.scopus.com/record/display.url?eid=2-s2.0-85040658427&origin=resultslist,10.7203/CIRIEC-E.91.8879,Article,Gold,2-s2.0-85040658427,-,Universidad Autonoma de Baja California| Universidad Autónoma Metropolitana,505046| 505017,Academic,2.0,60014923| 60005618,Universidad Autónoma Metropolitana| Universidad Autónoma de Baja California,-,-,57200290771,57200290771,Mexico,1.0,2002| 3312,Economics and Econometrics| Sociology and Political Science,3,Social Sciences & Management,317| 342,Economics & Econometrics| Sociology,35| 40,Business and Economics| Social Sciences,35| 50| 44,"Commerce, Management, Tourism And Services| Philosophy And Religious Studies| Human Society",4404| 5001| 3507,"Development studies| Applied ethics| Strategy, management and organisational behaviour",SDG 1| SDG 4| SDG 5| SDG 6| SDG 7| SDG 8| SDG 9| SDG 10| SDG 11| SDG 13| SDG 15,Sustainability and Corporate Responsibility in Business,499,99.346,Legal Frameworks and Cooperative Development Dynamics,34798,62.777,Weak,2017.0,15.0,N/A,"Cardozo, L.R.",Universidad Autonoma de Baja California| Universidad Autónoma Metropolitana,Mexico,0
