Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57193238802,57193238802,Equations based on anthropometry to predict body fat measured by absorptiometry in schoolchildren and adolescents,"Ortiz-Hernández, L.| Vega López, A.V.| Ramos-Ibáñez, N.| Cázares Lara, L.J.| Medina Gómez, R.J.| Pérez-Salgado, D.",6.0,12769453200| 57193251063| 12786745800| 57193238802| 57193239216| 36125360100,2017.0,2017-07-01,Jornal de Pediatria,93,4,365-373,-,ISSN-00217557,15096.0,Journal,Elsevier Editora Ltda,English| Portuguese,0.93,33,2.8,34,0.704,34,1.42,30.0,17.0,0.97,6.21,30.0,30.0,0.0,0.0,"Ortiz-Hernández, L., Vega López, A.V., Ramos-Ibáñez, N. and 3 more (...) (2017).Equations based on anthropometry to predict body fat measured by absorptiometry in schoolchildren and adolescents. Jornal de Pediatria,93(4) 365-373",https://www.scopus.com/record/display.url?eid=2-s2.0-85012027067&origin=resultslist,10.1016/j.jped.2016.08.008,Article,Gold|Green,2-s2.0-85012027067,28132762,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,12769453200,36125360100,12769453200,-,Mexico,1.0,2735,"Pediatrics, Perinatology and Child Health",5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,32,Biomedical And Clinical Sciences,3213,Paediatrics,-,Athlete Health and Muscle Performance Insights,683,60.497,Innovative Approaches to Body Composition Measurement,1725,90.482,Definitive,2017.0,17.0,N/A,"Ortiz-Hernández, L.| Vega López, A.V.| Ramos-Ibáñez, N.| Cázares Lara, L.J.| Medina Gómez, R.J.| Pérez-Salgado, D.",Universidad Autónoma Metropolitana,Mexico,0
