Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57216255922,57216255922,Preliminary study of soot and polycyclic aromatic hydrocarbons in emitted particles from adobe kilns that use scrap tires as fuel,"Valle-Hernández, B.L.| López-bello, E.| Torres-Rodríguez, M.| Agapito-Abraham, C.| Mugica-Álvarez, V.",5.0,39462243800| 57216255922| 7402579679| 57221442255| 57204835583,2021.0,2021-01-01,Atmosfera,34,1,41-57,-,ISSN-01876236,12079.0,Journal,Universidad Nacional Autonoma de Mexico,English,0.73,48,2.4,66,0.404,66,1.64,30.0,1.0,0.08,13.33,73.0,76.0,0.0,0.0,"Valle-Hernández, B.L., López-bello, E., Torres-Rodríguez, M. and 2 more (...) (2021).Preliminary study of soot and polycyclic aromatic hydrocarbons in emitted particles from adobe kilns that use scrap tires as fuel. Atmosfera,34(1) 41-57",https://www.scopus.com/record/display.url?eid=2-s2.0-85099168364&origin=resultslist,10.20937/ATM.52756,Article,Gold,2-s2.0-85099168364,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60023193,Universidad Autónoma Metropolitana - Azcapotzalco,39462243800,57204835583,57204835583,-,Mexico,1.0,1902,Atmospheric Science,4,Natural Sciences,450| 416| 451,Geology| Earth & Marine Sciences| Geophysics,37,Physical Sciences,37,Earth Sciences,3702| 3701,Climate change science| Atmospheric sciences,-,Polycyclic Aromatic Hydrocarbons in Environmental Contexts,171,87.05,Health Risks and Environmental Impact of Polycyclic Aromatic Hydrocarbons,92,99.307,Very Good,2021.0,1.0,N/A,"Valle-Hernández, B.L.| López-bello, E.| Torres-Rodríguez, M.| Agapito-Abraham, C.| Mugica-Álvarez, V.",Universidad Autónoma Metropolitana,Mexico,0
