Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57210562851,57210562851,"Density, environmental suitability and ecological niche in four American feline species (Carnivora: Felidae)","Pérez-Irineo, G.| Barrera, C.B.| Santos-Moreno, A.",3.0,55212301700| 57210562851| 6507314810,2019.0,2019-06-01,Revista de Biologia Tropical,67,3,667-678,-,ISSN-00347744,13567.0,Journal,Universidad de Costa Rica,Spanish,0.45,69,1,52,0.266,49,3.11,70.0,5.0,0.27,7.49,54.0,60.0,0.0,0.0,"Pérez-Irineo, G., Barrera, C.B., Santos-Moreno, A. (2019).Density, environmental suitability and ecological niche in four American feline species (Carnivora: Felidae). Revista de Biologia Tropical,67(3) 667-678",https://www.scopus.com/record/display.url?eid=2-s2.0-85070872152&origin=resultslist,10.15517/RBT.V67I3.34819,Article,,2-s2.0-85070872152,-,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,505017| 505011,Academic,2.0,121353602| 60028381| 60019176,Investigadora Independiente| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Instituto Politécnico Nacional,55212301700,6507314810,-,-,Mexico,1.0,1100,General Agricultural and Biological Sciences,5,Life Sciences & Medicine,502,Agriculture & Forestry,32,Life Sciences,41| 31,Environmental Sciences| Biological Sciences,4104| 3103| 3109,Environmental management| Ecology| Zoology,SDG 15,Climate Change Impacts on Species Distribution Models,1296,61.74,Climate Change Impacts on Species Distribution Models,179,99.664,Very Good,2019.0,5.0,N/A,"Pérez-Irineo, G.| Barrera, C.B.| Santos-Moreno, A.",Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,Mexico,0
