Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57191430671,57191430671,"Bioethics and education in biological sciences. Experience and perspectives in the division of biological sciences and health, universidad autónoma metropolitana - Iztapalapa","Contreras-Islas, D.S.| Kerbel-Lifshitz, C.| Mendieta-Márquez, E.| Pérez-Hernández, M.A.",4.0,57191430671| 57191432297| 56993692000| 6602137506,2016.0,2016-08-01,Interciencia,41,8,568-572,-,ISSN-03781844,22962.0,Journal,Interciencia Association,Spanish,0.37,72,0.5,69,0.18,66,1.45,46.0,1.0,0.0,15.83,73.0,71.0,0.0,0.0,"Contreras-Islas, D.S., Kerbel-Lifshitz, C., Mendieta-Márquez, E. and 1 more (...) (2016).Bioethics and education in biological sciences. Experience and perspectives in the division of biological sciences and health, universidad autónoma metropolitana - Iztapalapa. Interciencia,41(8) 568-572",https://www.scopus.com/record/display.url?eid=2-s2.0-84990064460&origin=resultslist,-,Article,,2-s2.0-84990064460,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,57191430671,6602137506,-,-,Mexico,1.0,1000,Multidisciplinary,-,-,-,-,-,-,MD,Multidisciplinary,MD,Multidisciplinary,SDG 4,Ethics and Human Rights in Medical Consultation,1422,8.829,Interconnected Bioethics and Global Health Challenges,37583,63.376,Definitive,2016.0,1.0,N/A,"Contreras-Islas, D.S.| Kerbel-Lifshitz, C.| Mendieta-Márquez, E.| Pérez-Hernández, M.A.",Universidad Autónoma Metropolitana,Mexico,0
