Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57223163740,57223163740,Information entropy approach for a disorderless one-dimensional lattice,"Juárez-Villegas, L.A.| Martínez-Mares, M.",2.0,57223163740| 9842946300,2020.0,2020-03-01,Quantum Reports,2,1,107-113,-,ISSN-2624960X,21101043793.0,Journal,MDPI AG,English,0.9,38,-,-,-,-,0.27,5.0,3.0,0.27,11.2,62.0,60.0,0.0,0.0,"Juárez-Villegas, L.A., Martínez-Mares, M. (2020).Information entropy approach for a disorderless one-dimensional lattice. Quantum Reports,2(1) 107-113",https://www.scopus.com/record/display.url?eid=2-s2.0-85086703864&origin=resultslist,10.3390/quantum2010008,Article,Gold|Green,2-s2.0-85086703864,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,57223163740,9842946300,9842946300,-,Mexico,1.0,3101| 3103| 3107| 3109,"Physics and Astronomy (miscellaneous)| Astronomy and Astrophysics| Atomic and Molecular Physics, and Optics| Statistical and Nonlinear Physics",4,Natural Sciences,439,Physics & Astronomy,37,Physical Sciences,51,Physical Sciences,5104| 5107| 5108,Condensed matter physics| Particle and high energy physics| Quantum physics,-,Quantum States and Metamaterials in Superfluid Systems,52,90.778,Quantum Dot Transport and Chaos in Electromagnetic Fields,17611,50.678,Definitive,2020.0,3.0,N/A,"Juárez-Villegas, L.A.| Martínez-Mares, M.",Universidad Autónoma Metropolitana,Mexico,0
