Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
44461457500,44461457500,Constraint Lie algebra and local physical Hamiltonian for a generic 2D dilatonic model,"Corichi, A.| Karami, A.| Rastgoo, S.| Vukašinac, T.",4.0,7004630188| 44461457500| 35111660300| 55995877400,2016.0,2016-01-12,Classical and Quantum Gravity,33,3,-,035011,ISSN-02649381,27433.0,Journal,Institute of Physics Publishing,English,1.24,18,6,12,1.903,9,0.28,13.0,13.0,0.42,9.5,36.0,50.0,0.0,0.0,"Corichi, A., Karami, A., Rastgoo, S. and 1 more (...) (2016).Constraint Lie algebra and local physical Hamiltonian for a generic 2D dilatonic model. Classical and Quantum Gravity,33(3) ",https://www.scopus.com/record/display.url?eid=2-s2.0-84954350487&origin=resultslist,10.1088/0264-9381/33/3/035011,Article,Green,2-s2.0-84954350487,-,Universidad Autónoma Metropolitana| Pennsylvania State University| Universidad Michoacana de San Nicolas de Hidalgo| Universidad Nacional Autónoma de México,505017| 508186| 505022| 505023,Academic,4.0,60172563| 60001439| 60028381| 60032816,UNAM Campus Morelia| Pennsylvania State University| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Michoacana de San Nicolás de Hidalgo,7004630188,55995877400,35111660300,-,Mexico| United States,2.0,3101,Physics and Astronomy (miscellaneous),4,Natural Sciences,439,Physics & Astronomy,37,Physical Sciences,49| 51,Mathematical Sciences| Physical Sciences,-,-,-,Interplay of Quantum Gravity and Conformal Field Theory,70,78.613,Quantum Dynamics of Two-Dimensional Black Holes,26746,23.798,Very Good,2016.0,13.0,N/A,"Corichi, A.| Karami, A.| Rastgoo, S.| Vukašinac, T.",Universidad Autónoma Metropolitana| Pennsylvania State University| Universidad Michoacana de San Nicolas de Hidalgo| Universidad Nacional Autónoma de México,Mexico| United States,0
