Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57576024800,57576024800,Identifying the polarity of a text given the emotion of its author,"Sánchez, B.P.| Cabrera, R.G.| Carrillo, M.V.| Castro, W.M.",4.0,56341398400| 56002744300| 57576024800| 57218488071,2022.0,2022-01-01,Journal of Intelligent and Fuzzy Systems,42,5,4709-4717,-,ISSN-10641246,23917.0,Journal,IOS Press BV,English,0.61,55,3.6,18,0.372,42,0.67,12.0,1.0,0.1,10.44,70.0,76.0,0.0,0.0,"Sánchez, B.P., Cabrera, R.G., Carrillo, M.V. and 1 more (...) (2022).Identifying the polarity of a text given the emotion of its author. Journal of Intelligent and Fuzzy Systems,42(5) 4709-4717",https://www.scopus.com/record/display.url?eid=2-s2.0-85128194674&origin=resultslist,10.3233/JIFS-219258,Article,,2-s2.0-85128194674,-,Universidad de Guanajuato| Universidad Autónoma Metropolitana,505020| 505017,Academic,2.0,60023193| 60033291,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad de Guanajuato,56341398400,57218488071,56341398400,-,Mexico,1.0,1702| 2200| 2613,Artificial Intelligence| General Engineering| Statistics and Probability,2| 4,Engineering & Technology| Natural Sciences,431| 212| 213| 344,Mathematics| Computer Science & Information Systems| Data Science| Statistics & Operational Research,38| 37| 36,Computer Science| Physical Sciences| Engineering,46,Information And Computing Sciences,4611| 4602,Machine learning| Artificial intelligence,-,Machine Learning Techniques in Sentiment Analysis,5,99.738,Sentiment Classification in Social Networking Data,32,99.589,Very Good,2022.0,1.0,N/A,"Sánchez, B.P.| Cabrera, R.G.| Carrillo, M.V.| Castro, W.M.",Universidad de Guanajuato| Universidad Autónoma Metropolitana,Mexico,0
