Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
58574919400,58574919400,Simulation investigation of oxydehydrogenation of ethane in an industrial-scale turbulent fluidized bed over MoVTeNbO catalyst,"Zamora-Cisneros, D.U.| Ruiz Martínez, R.S.",2.0,58574919400| 6507059297,2023.0,2023-01-01,Revista Mexicana de Ingeniera Quimica,22,2,-,Cat2312,ISSN-16652738,19900192431.0,Journal,Universidad Autonoma Metropolitana,English,0.36,74,3.6,50,0.266,61,0.79,17.0,0.0,0.0,13.01,77.0,77.0,0.0,0.0,"Zamora-Cisneros, D.U., Ruiz Martínez, R.S. (2023).Simulation investigation of oxydehydrogenation of ethane in an industrial-scale turbulent fluidized bed over MoVTeNbO catalyst. Revista Mexicana de Ingeniera Quimica,22(2) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85171131450&origin=resultslist,10.24275/RMIQ/CAT2312,Article,Bronze,2-s2.0-85171131450,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,58574919400,6507059297,6507059297,-,Mexico,1.0,1500,General Chemical Engineering,2,Engineering & Technology,219,Engineering - Chemical,36,Engineering,31| 30| 40,"Biological Sciences| Agricultural, Veterinary And Food Sciences| Engineering",4004| 3006| 3106,Chemical engineering| Food sciences| Industrial biotechnology,-,Catalytic Innovations in Hydrocarbon Conversion Processes,1027,64.16,Vanadium Oxide Catalysts in Dehydrogenation Reactions,3118,93.073,Definitive,2023.0,0.0,N/A,"Zamora-Cisneros, D.U.| Ruiz Martínez, R.S.",Universidad Autónoma Metropolitana,Mexico,0
