Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
6604054626,6604054626,Professor Pierre Pichot and Mexico,"Pérez-Rincón, H.",1.0,6604054626,2018.0,2018-12-01,Annales Medico-Psychologiques,176,10,1019-1020,-,ISSN-00034487,29521.0,Journal,Elsevier Masson SAS,English| French,0.57,60,0.5,77,0.29,47,0.29,10.0,0.0,0.0,9.06,82.0,74.0,0.0,0.0,"Pérez-Rincón, H. (2018).Professor Pierre Pichot and Mexico. Annales Medico-Psychologiques,176(10) 1019-1020",https://www.scopus.com/record/display.url?eid=2-s2.0-85055962869&origin=resultslist,10.1016/j.amp.2018.10.006,Article,,2-s2.0-85055962869,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210,Universidad Autónoma Metropolitana Unidad Xochimilco,-,-,-,6604054626,United States,1.0,1201| 2738| 3202,Arts and Humanities (miscellaneous)| Psychiatry and Mental Health| Applied Psychology,5| 1,Life Sciences & Medicine| Arts & Humanities,541| 532,Psychology| Medicine,33| 34| 39,Arts and Humanities| Medical and Health| Psychology,52| 32,Psychology| Biomedical And Clinical Sciences,5203| 3202| 5201,Clinical and health psychology| Clinical sciences| Applied and developmental psychology,-,Cultural Identity and Racial Dynamics in Brazil,1414,7.914,Mental Health Evolution in Mexico and Spain,58004,30.27,Other,2018.0,0.0,N/A,"Pérez-Rincón, H.",Universidad Autónoma Metropolitana,United States,0
