Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
59657465500,59657465500,Behavior of the epidemic due to the covid-19 virus in Mexico. Development of an algorithm,"Almaguer-Salinas, Y.A.| Ladino-Luna, D.| Paez-Hernández, R.T.",3.0,59657465500| 6506447422| 6508328945,2022.0,2022-04-04,International Journal of Basic and Applied Sciences,11,1,17-25,-,ISSN-22275053,21101277885.0,Journal,Science Publishing Corporation Inc.,English,0,96,-,-,-,-,0.0,0.0,0.0,0.0,8.28,81.0,80.0,0.0,0.0,"Almaguer-Salinas, Y.A., Ladino-Luna, D., Paez-Hernández, R.T. (2022).Behavior of the epidemic due to the covid-19 virus in Mexico. Development of an algorithm. International Journal of Basic and Applied Sciences,11(1) 17-25",https://www.scopus.com/record/display.url?eid=2-s2.0-85219012923&origin=resultslist,10.14419/ijbas.v11i1.32013,Article,Gold|Green,2-s2.0-85219012923,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,59657465500,6508328945,6506447422,-,Mexico,1.0,1101| 1701| 2301,Agricultural and Biological Sciences (miscellaneous)| Computer Science (miscellaneous)| Environmental Science (miscellaneous),2| 5,Engineering & Technology| Life Sciences & Medicine,212| 502| 424,Computer Science & Information Systems| Agriculture & Forestry| Environmental Sciences,37| 38| 32,Physical Sciences| Computer Science| Life Sciences,-,-,-,-,SDG 3,Climate Influence on Forest Dynamics and Health,1345,34.532,Historical Perspectives on Epidemics and Disease Impact,62796,36.675,Defensible,2022.0,0.0,N/A,"Almaguer-Salinas, Y.A.| Ladino-Luna, D.| Paez-Hernández, R.T.",Universidad Autónoma Metropolitana,Mexico,0
