Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57219779835,57219779835,Reproductive posthumanism around the corner (reproductive exploitation 3.0),"Quiroga, M.Á.T.",1.0,57219779835,2022.0,2022-11-01,Revista de Bioetica y Derecho,-,56,145-161,-,ISSN-18865887,21100920038.0,Journal,"Universitat de Barcelona, Observatorio de Bioetica y Derecho",Spanish,0.45,67,0.5,68,0.125,78,1.5,30.0,2.0,0.37,5.44,63.0,57.0,0.0,0.0,"Quiroga, M.Á.T. (2022).Reproductive posthumanism around the corner (reproductive exploitation 3.0). Revista de Bioetica y Derecho,(56) 145-161",https://www.scopus.com/record/display.url?eid=2-s2.0-85145404941&origin=resultslist,10.1344/rbd2022.56.40545,Article,Gold|Green,2-s2.0-85145404941,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,-,-,57219779835,57219779835,Mexico,1.0,3308| 3312,Law| Sociology and Political Science,3,Social Sciences & Management,328| 342,Law and Legal Studies| Sociology,42| 40,Law| Social Sciences,42| 50| 48,Health Sciences| Philosophy And Religious Studies| Law And Legal Studies,4804| 4206| 5001,Law| Public health| Applied ethics,SDG 3| SDG 5,Human-Robot Interaction and Emotion Recognition Advances,321,99.15,Human-Robot Relationships in Sexual Contexts,40471,72.884,Defensible,2022.0,2.0,N/A,"Quiroga, M.Á.T.",Universidad Autónoma Metropolitana,Mexico,0
