Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
58553951300,58553951300,The Unknowing Side of the Algorithm: Decolonising live coding from Latin America,"Lara Mendoza, A.M.| Zapata Cortés, L.V.| Dündar, E.",3.0,58553951300| 58553227800| 58553051300,2023.0,2023-08-15,Organised Sound,28,2,162-172,-,ISSN-13557718,19700173012.0,Journal,Cambridge University Press,English,0.54,60,1.2,21,0.237,24,0.64,9.0,0.0,0.0,2.71,77.0,77.0,0.0,0.0,"Lara Mendoza, A.M., Zapata Cortés, L.V., Dündar, E. (2023).The Unknowing Side of the Algorithm: Decolonising live coding from Latin America. Organised Sound,28(2) 162-172",https://www.scopus.com/record/display.url?eid=2-s2.0-85169031155&origin=resultslist,10.1017/S1355771823000468,Article,,2-s2.0-85169031155,-,Universidad Autónoma Metropolitana| Universidad El Bosque,505017| 700981,Academic,2.0,60014923| 60070348| 108578225,Universidad Autónoma Metropolitana| Universidad El Bosque| Artists-in-Berlin Programme of DAAD,58553951300,58553051300,-,-,Mexico| Germany| Colombia,3.0,1210| 1706,Music| Computer Science Applications,1| 2,Arts & Humanities| Engineering & Technology,212| 213| 136,Computer Science & Information Systems| Data Science| Performing Arts,33| 38,Arts and Humanities| Computer Science,36,Creative Arts And Writing,3603| 3604,Music| Performing arts,-,Machine Learning Applications in Music and Sound,970,26.946,Live Coding and Audio Systems,23607,56.324,Definitive,2023.0,0.0,N/A,"Lara Mendoza, A.M.| Zapata Cortés, L.V.| Dündar, E.",Universidad Autónoma Metropolitana| Universidad El Bosque,Mexico| Germany| Colombia,0
