Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57063239400,57063239400,"Public spending and productive complementarity: An analysis of the Mexican economy, 1980-2012","Hernández Mota, J.L.",1.0,57063239400,2016.0,2016-01-01,Cuadernos de Economia (Colombia),35,67,315-352,-,ISSN-01214772,12100157018.0,Journal,Universidad Nacional de Colombia,Spanish,0.32,75,0.2,87,0.131,72,1.48,53.0,0.0,0.0,4.85,81.0,71.0,0.0,0.0,"Hernández Mota, J.L. (2016).Public spending and productive complementarity: An analysis of the Mexican economy, 1980-2012. Cuadernos de Economia (Colombia),35(67) 315-352",https://www.scopus.com/record/display.url?eid=2-s2.0-84954471845&origin=resultslist,10.15446/cuad.econ.v35n67.52459,Article,Gold|Green,2-s2.0-84954471845,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60023193,Universidad Autónoma Metropolitana - Azcapotzalco,-,-,57063239400,57063239400,Mexico,1.0,1201| 2000| 3301,"Arts and Humanities (miscellaneous)| General Economics,Econometrics and Finance| Social Sciences (miscellaneous)",1| 3,Arts & Humanities| Social Sciences & Management,317,Economics & Econometrics,33| 40| 35,Arts and Humanities| Social Sciences| Business and Economics,38,Economics,3801| 3802| 3803,Applied economics| Econometrics| Economic theory,-,Economic Growth and Structural Change in Development,665,57.227,Economic Dynamics and Investment in Mexico,44284,49.556,Defensible,2016.0,0.0,N/A,"Hernández Mota, J.L.",Universidad Autónoma Metropolitana,Mexico,0
