Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
59386088100,59386088100,Parameter estimation and control by penalized multiple shooting∗,"Juárez, L.H.| López, J.| Rojas, J.T.",3.0,6603731563| 57211128092| 59386088100,2024.0,2024-01-01,Annals of Mathematical Sciences and Applications,9,1,237-279,-,ISSN-2380288X,21101249909.0,Journal,"International Press, Inc.",English,0.44,68,0.5,92,0.19,84,1.33,9.0,3.0,1.31,2.28,38.0,22.0,0.0,0.0,"Juárez, L.H., López, J., Rojas, J.T. (2024).Parameter estimation and control by penalized multiple shooting∗. Annals of Mathematical Sciences and Applications,9(1) 237-279",https://www.scopus.com/record/display.url?eid=2-s2.0-85207484896&origin=resultslist,10.4310/AMSA.2024.v9.n1.a7,Article,,2-s2.0-85207484896,-,Universidad Autónoma Metropolitana| Universidad Juarez Autonoma de Tabasco,505017| 705961,Academic,2.0,60028381| 60025378,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Juárez Autónoma de Tabasco,6603731563,59386088100,-,-,Mexico,1.0,2600,General Mathematics,4,Natural Sciences,431,Mathematics,37,Physical Sciences,-,-,-,-,-,Bayesian Mixture Models in Regression Analysis,422,53.237,Parameter Estimation in Differential Equation Models,73943,66.462,Definitive,2024.0,3.0,N/A,"Juárez, L.H.| López, J.| Rojas, J.T.",Universidad Autónoma Metropolitana| Universidad Juarez Autonoma de Tabasco,Mexico,0
