Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57211909421,57211909421,Gas pipelines in Mexico’s Energy Reform: 2013-2014. An extractivist business model,"Thirion, J.M.",1.0,57211909421,2024.0,2024-01-01,Problemas del Desarrollo,55,216,67-90,-,ISSN-03017036,23554.0,Journal,Universidad Nacional Autonoma de Mexico,Spanish,0.62,54,1.1,73,0.21,74,0.43,13.0,0.0,0.0,5.93,70.0,70.0,0.0,0.0,"Thirion, J.M. (2024).Gas pipelines in Mexico’s Energy Reform: 2013-2014. An extractivist business model. Problemas del Desarrollo,55(216) 67-90",https://www.scopus.com/record/display.url?eid=2-s2.0-85183118412&origin=resultslist,10.22201/iiec.20078951e.2024.216.70029,Article,Gold,2-s2.0-85183118412,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,-,-,57211909421,57211909421,Mexico,1.0,2002| 3303,Economics and Econometrics| Development,3,Social Sciences & Management,315| 317,Development Studies| Economics & Econometrics,35| 40,Business and Economics| Social Sciences,38,Economics,3803| 3802| 3801,Economic theory| Econometrics| Applied economics,-,Economic Growth and Structural Change in Development,665,57.227,Economic Dynamics and Investment in Mexico,44284,49.556,Defensible,2024.0,0.0,N/A,"Thirion, J.M.",Universidad Autónoma Metropolitana,Mexico,0
