Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57204853174,57204853174,Penalization and augmented Lagrangian for O-D demand matrix estimation from transit segment counts,"Chávez Hernández, M.V.| Juárez Valencia, L.H.| Ríos Solís, Y.Á.",3.0,57204853174| 57194075005| 56002650200,2019.0,2019-11-29,Transportmetrica A: Transport Science,15,2,915-943,-,ISSN-23249935,21100237201.0,Journal,Taylor and Francis Ltd.,English,1.37,15,3.9,16,0.976,10,1.87,62.0,6.0,0.31,9.83,50.0,58.0,0.0,0.0,"Chávez Hernández, M.V., Juárez Valencia, L.H., Ríos Solís, Y.Á. (2019).Penalization and augmented Lagrangian for O-D demand matrix estimation from transit segment counts. Transportmetrica A: Transport Science,15(2) 915-943",https://www.scopus.com/record/display.url?eid=2-s2.0-85057565186&origin=resultslist,10.1080/23249935.2018.1546780,Article,,2-s2.0-85057565186,-,Universidad Autonoma de Nuevo Leon| Universidad Autónoma Metropolitana,505013| 505017,Academic,2.0,60028381| 60025417| 107109021,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma de Nuevo León| Université,57204853174,56002650200,57204853174,-,Mexico| France,2.0,2200| 3313,General Engineering| Transportation,3| 2,Social Sciences & Management| Engineering & Technology,106,Architecture,36| 40,Engineering| Social Sciences,35| 40,"Commerce, Management, Tourism And Services| Engineering",4005| 3509,"Civil engineering| Transportation, logistics and supply chains",SDG 11,Transport Networks and Their Economic Impacts,565,76.651,Traffic Flow Optimization through Origin-Destination Modeling,11793,87.3,Definitive,2019.0,6.0,N/A,"Chávez Hernández, M.V.| Juárez Valencia, L.H.| Ríos Solís, Y.Á.",Universidad Autonoma de Nuevo Leon| Universidad Autónoma Metropolitana,Mexico| France,0
