Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57151207400,57151207400,Does everything sacred vanish in the air? About the teological-political in the resistanceto mega-extractivism,"Arach, O.| Rabinovich, S.",2.0,57151207400| 26034889300,2018.0,2018-05-01,Andamios,15,37,75-91,-,ISSN-18700063,12100155723.0,Journal,Universidad Nacional Autonoma de Mexico,Spanish,0.31,77,0.1,73,0.111,81,0.14,7.0,3.0,0.0,2.5,63.0,74.0,0.0,0.0,"Arach, O., Rabinovich, S. (2018).Does everything sacred vanish in the air? About the teological-political in the resistanceto mega-extractivism. Andamios,15(37) 75-91",https://www.scopus.com/record/display.url?eid=2-s2.0-85057313740&origin=resultslist,10.29092/uacm.v15i37.631,Article,Gold,2-s2.0-85057313740,-,Universidad Nacional de Córdoba| Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,601005| 505017| 505023,Academic,3.0,60000658| 60010210| 60032442,Universidad Nacional de Córdoba| Universidad Autónoma Metropolitana Unidad Xochimilco| Universidad Nacional Autónoma de México,57151207400,26034889300,-,-,Mexico| Argentina,2.0,1200| 3300,General Arts and Humanities| General Social Sciences,3| 1,Social Sciences & Management| Arts & Humanities,-,-,33| 40,Arts and Humanities| Social Sciences,50| 44,Philosophy And Religious Studies| Human Society,4408| 4401| 5003,Political science| Anthropology| Philosophy,-,Philosophical Perspectives on Religion and Community,926,6.148,Franz Rosenzweig's Philosophy of Redemption and Judaism,22746,45.997,Defensible,2018.0,3.0,N/A,"Arach, O.| Rabinovich, S.",Universidad Nacional de Córdoba| Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,Mexico| Argentina,0
