Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57191974408,57191974408,Optimal surface amino-functionalization following thermo-alkaline treatment of nanostructured silica adsorbents for enhanced CO2 adsorption,"Medina-Juárez, O.| García-Sánchez, M.Á.| Arellano-Sánchez, U.| Kornhauser-Straus, I.| Rojas-González, F.",5.0,42862105700| 7005999404| 47661081500| 57191974408| 7006426268,2016.0,2016-11-01,Materials,9,11,-,898,ISSN-19961944,76627.0,Journal,MDPI AG,English,1.52,11,3.8,25,0.838,23,1.72,59.0,30.0,0.46,10.85,19.0,48.0,0.0,0.0,"Medina-Juárez, O., García-Sánchez, M.Á., Arellano-Sánchez, U. and 2 more (...) (2016).Optimal surface amino-functionalization following thermo-alkaline treatment of nanostructured silica adsorbents for enhanced CO2 adsorption. Materials,9(11) ",https://www.scopus.com/record/display.url?eid=2-s2.0-84995639361&origin=resultslist,10.3390/ma9110898,Article,Gold|Green,2-s2.0-84995639361,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,42862105700,7006426268,7006426268,-,Mexico,1.0,2500| 3104,General Materials Science| Condensed Matter Physics,2| 4,Engineering & Technology| Natural Sciences,439| 433,Physics & Astronomy| Materials Science,37| 36,Physical Sciences| Engineering,34| 40,Chemical Sciences| Engineering,-,-,-,Innovative Approaches to Carbon Dioxide Capture,837,88.162,Innovative Materials for Carbon Dioxide Capture,1281,99.865,Very Good,2016.0,30.0,N/A,"Medina-Juárez, O.| García-Sánchez, M.Á.| Arellano-Sánchez, U.| Kornhauser-Straus, I.| Rojas-González, F.",Universidad Autónoma Metropolitana,Mexico,0
