Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
59365167300,59365167300,The Papantla Flyers: Colonial Legacies and Community Resistance in Two Mexican Practices,"Contreras Vizcaino, J.J.| Herrera, G.R.",2.0,59365167300| 59365038700,2024.0,2024-01-01,Antipoda,2024,57,147-171,-,ISSN-19005407,21100244898.0,Journal,"Universidad de los Andes, Colombia",Spanish,0.56,59,1.3,20,0.148,50,0.79,7.0,2.0,1.21,1.65,45.0,25.0,0.0,0.0,"Contreras Vizcaino, J.J., Herrera, G.R. (2024).The Papantla Flyers: Colonial Legacies and Community Resistance in Two Mexican Practices. Antipoda,2024(57) 147-171",https://www.scopus.com/record/display.url?eid=2-s2.0-85206262523&origin=resultslist,10.7440/antipoda57.2024.07,Article,Gold,2-s2.0-85206262523,-,Benemerita Universidad Autonoma de Puebla| Universidad Autónoma Metropolitana,505001| 505017,Academic,2.0,60010210| 60014923| 60024830,Universidad Autónoma Metropolitana Unidad Xochimilco| Universidad Autónoma Metropolitana| Benemérita Universidad Autónoma de Puebla,59365167300,59365038700,-,-,Mexico,1.0,1204| 3302| 3314| 3316,Archeology (arts and humanities)| Archeology| Anthropology| Cultural Studies,1| 3,Arts & Humanities| Social Sciences & Management,304| 311| 105,Anthropology| Communication & Media Studies| Archaeology,33| 40,Arts and Humanities| Social Sciences,44| 43| 45,"Human Society| History, Heritage And Archaeology| Indigenous Studies",4519| 4401| 4301,"Other Indigenous data, methodologies and global Indigenous studies| Anthropology| Archaeology",-,Ecosystem Services and Land Use Dynamics,140,96.076,Land Use Dynamics in the Pyrenees Region,30254,49.914,Defensible,2024.0,2.0,N/A,"Contreras Vizcaino, J.J.| Herrera, G.R.",Benemerita Universidad Autonoma de Puebla| Universidad Autónoma Metropolitana,Mexico,0
