Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57201725170,57201725170,"Urban ethnicities and political management in the city of san cristobal de las casas, Chiapas (1994-2008)","de León, E.N.| Rivas Arzaluz, X.I.",2.0,57201725170| 57201719149,2018.0,2018-01-01,Andamios,14,36,43-66,-,ISSN-18700063,12100155723.0,Journal,Universidad Nacional Autonoma de Mexico,Spanish,0.31,77,0.1,73,0.111,81,0.46,13.0,2.0,0.8,2.5,68.0,35.0,0.0,0.0,"de León, E.N., Rivas Arzaluz, X.I. (2018).Urban ethnicities and political management in the city of san cristobal de las casas, Chiapas (1994-2008). Andamios,14(36) 43-66",https://www.scopus.com/record/display.url?eid=2-s2.0-85045947726&origin=resultslist,10.29092/uacm.v15i36.601,Article,Gold,2-s2.0-85045947726,-,Universidad Autónoma Metropolitana| Universidad Autonoma de Chiapas,505017| 707221,Academic,2.0,60014923| 60016888,Universidad Autónoma Metropolitana| Universidad Autónoma de Chiapas,57201725170,57201719149,-,-,Mexico,1.0,1200| 3300,General Arts and Humanities| General Social Sciences,1| 3,Arts & Humanities| Social Sciences & Management,-,-,33| 40,Arts and Humanities| Social Sciences,50| 44,Philosophy And Religious Studies| Human Society,5003| 4401| 4408,Philosophy| Anthropology| Political science,SDG 16,"Indigenous Rights, Autonomy, and Resource Management",1482,9.68,Territoriality and Identity in Colombian Black Communities,18956,67.454,Definitive,2018.0,2.0,N/A,"de León, E.N.| Rivas Arzaluz, X.I.",Universidad Autónoma Metropolitana| Universidad Autonoma de Chiapas,Mexico,0
