Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57318337600,57318337600,‘RULE-BY-OBEYING’ OR THE DEMOCRATIC EXERCISE OF POWER. A REFLECTION ON THE ZAPATISTA CONTRIBUTION TO POLITICAL SCIENCE,"Ávila Rojas, O.",1.0,57318337600,2024.0,2024-10-10,Analisis Politico,37,108,130-146,-,ISSN-01214705,5600152973.0,Journal,Universidad Nacional de Colombia,Spanish,0.31,79,0.9,20,0.186,30,0.89,9.0,1.0,0.65,1.53,56.0,41.0,0.0,0.0,"Ávila Rojas, O. (2024).‘RULE-BY-OBEYING’ OR THE DEMOCRATIC EXERCISE OF POWER. A REFLECTION ON THE ZAPATISTA CONTRIBUTION TO POLITICAL SCIENCE. Analisis Politico,37(108) 130-146",https://www.scopus.com/record/display.url?eid=2-s2.0-105009371934&origin=resultslist,10.15446/anpol.v37n108.116969,Article,Gold,2-s2.0-105009371934,-,Universidad Autónoma Metropolitana| Universidad Santiago de Cali,505017| 706524,Academic,2.0,60014923| 60010210| 60070355,Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana Unidad Xochimilco| Universidad Santiago de Cali,-,-,57318337600,57318337600,Mexico| Colombia,2.0,1202| 3312| 3320,History| Sociology and Political Science| Political Science and International Relations,1| 3,Arts & Humanities| Social Sciences & Management,342| 126| 340,Sociology| History| Politics & International Studies,40| 33,Social Sciences| Arts and Humanities,44,Human Society,4408| 4404| 4402,Political science| Development studies| Criminology,-,Social Movements and Environmental Justice Dynamics,1349,13.407,Social Movements and Identity in Latin America,60338,11.358,Defensible,2024.0,1.0,N/A,"Ávila Rojas, O.",Universidad Autónoma Metropolitana| Universidad Santiago de Cali,Mexico| Colombia,0
