Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57202779049,57202779049,An intensified reactive separation process for bio-jet diesel production,"García-Sánchez, M.| Sales-Cruz, M.| Lopez-Arenas, T.| Viveros-García, T.| Pérez-Cisneros, E.S.",5.0,57202779049| 14016743500| 55993676500| 6603759536| 6603546735,2019.0,2019-01-01,Processes,7,10,-,655,ISSN-22279717,21100838131.0,Journal,MDPI AG,English,1.03,29,1.8,58,0.403,40,1.51,57.0,14.0,0.63,14.36,33.0,41.0,0.0,0.0,"García-Sánchez, M., Sales-Cruz, M., Lopez-Arenas, T. and 2 more (...) (2019).An intensified reactive separation process for bio-jet diesel production. Processes,7(10) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85074238101&origin=resultslist,10.3390/pr7100655,Article,Gold|Green,2-s2.0-85074238101,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381| 60024080,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma Metropolitana Unidad Cuajimalpa,57202779049,6603546735,6603546735,-,Mexico,1.0,1501| 1502| 1508,Chemical Engineering (miscellaneous)| Bioengineering| Process Chemistry and Technology,2,Engineering & Technology,219| 249,Engineering - Chemical| Engineering - Petroleum,36,Engineering,40,Engineering,4004,Chemical engineering,-,Catalytic Pyrolysis and Bio-Oil Production Potential,626,94.964,Sustainable Aviation Fuel and Biofuel Innovations,20229,96.964,Defensible,2019.0,14.0,N/A,"García-Sánchez, M.| Sales-Cruz, M.| Lopez-Arenas, T.| Viveros-García, T.| Pérez-Cisneros, E.S.",Universidad Autónoma Metropolitana,Mexico,0
