Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
6504177383,6504177383,Economic feasibility analysis for electrical generation from biogas in waste disposal sites in Mexico City,"Escamilla García, P.E.| Tavera Cortés, M.E.| Sandoval Gómez, R.J.| Salinas Callejas, E.| Alvarado Raya, H.E.",5.0,57189367990| 57189370426| 57189370222| 6504177383| 23018056100,2016.0,2016-12-19,Applied Economics,48,59,5761-5771,-,ISSN-00036846,18768.0,Journal,Routledge,English,0.83,39,1.5,47,0.47,48,4.29,137.0,9.0,0.37,5.4,44.0,52.0,0.0,1.0,"Escamilla García, P.E., Tavera Cortés, M.E., Sandoval Gómez, R.J. and 2 more (...) (2016).Economic feasibility analysis for electrical generation from biogas in waste disposal sites in Mexico City. Applied Economics,48(59) 5761-5771",https://www.scopus.com/record/display.url?eid=2-s2.0-84969792559&origin=resultslist,10.1080/00036846.2016.1184378,Article,,2-s2.0-84969792559,-,Universidad Autónoma Metropolitana| Universidad Autonoma Chapingo| Instituto Politécnico Nacional,505017| 505047| 505011,Academic,3.0,60019176| 60014923| 60010597,Instituto Politécnico Nacional| Universidad Autónoma Metropolitana| Universidad Autónoma Chapingo,57189367990,23018056100,57189367990,-,Mexico,1.0,2002,Economics and Econometrics,3,Social Sciences & Management,317,Economics & Econometrics,35,Business and Economics,38,Economics,3801| 3802,Applied economics| Econometrics,SDG 7| SDG 11| SDG 12,Waste Management Strategies for Carbon Emission Reduction,447,91.694,Methane Emissions and Biogas Potential from Landfills,8389,92.7,Defensible,2016.0,9.0,N/A,"Escamilla García, P.E.| Tavera Cortés, M.E.| Sandoval Gómez, R.J.| Salinas Callejas, E.| Alvarado Raya, H.E.",Universidad Autónoma Metropolitana| Universidad Autonoma Chapingo| Instituto Politécnico Nacional,Mexico,0
