Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
58148444600,58148444600,"Discussions, workshops and editatonas: feminist technopolitics and networked learning in Mexico","Pedraza, C.| Rodriguez, C.",2.0,57384632900| 58148444600,2019.0,2019-12-01,Comunicacion y Medios,28,40,84-96,-,ISSN-07163991,21101105297.0,Journal,Universidad de Chile,Spanish,-,-,-,-,-,-,0.0,10.0,2.0,0.43,4.65,67.0,51.0,0.0,0.0,"Pedraza, C., Rodriguez, C. (2019).Discussions, workshops and editatonas: feminist technopolitics and networked learning in Mexico. Comunicacion y Medios,28(40) 84-96",https://www.scopus.com/record/display.url?eid=2-s2.0-85106505941&origin=resultslist,10.5354/0719-1529.2019.54005,Article,Gold|Green,2-s2.0-85106505941,-,Universidad La Salle| Universidad Autónoma Metropolitana,705325| 505017,Academic,2.0,60004252| 60014923,Universidad La Salle| Universidad Autónoma Metropolitana,57384632900,58148444600,-,-,Mexico,1.0,3310| 3315,Linguistics and Language| Communication,3| 1,Social Sciences & Management| Arts & Humanities,130| 311,Linguistics| Communication & Media Studies,33| 40,Arts and Humanities| Social Sciences,-,-,-,-,SDG 5,Induced Pluripotent Stem Cells in Regenerative Medicine,253,65.991,Ethical Challenges in Korean Stem Cell Research,82127,27.882,Definitive,2019.0,2.0,N/A,"Pedraza, C.| Rodriguez, C.",Universidad La Salle| Universidad Autónoma Metropolitana,Mexico,0
