Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
58749032200,58749032200,Mexican Mathematical Talent Program (TAMME) – Enrichment Activities for Elementary and High School Students,"Zarzar, C.B.| Fernández, J.D.| Capellini, V.L.M.F.",3.0,58750176300| 58749032200| 55556444100,2023.0,2023-01-01,Revista Brasileira de Educacao Especial,29,-,-,e0022,ISSN-14136538,10800153304.0,Journal,Associacao Brasileira de Pesquisadores em Educacao Especial,Portuguese,0.49,64,0.7,82,0.15,87,0.54,18.0,0.0,0.0,7.44,77.0,77.0,0.0,0.0,"Zarzar, C.B., Fernández, J.D., Capellini, V.L.M.F. (2023).Mexican Mathematical Talent Program (TAMME) – Enrichment Activities for Elementary and High School Students. Revista Brasileira de Educacao Especial,29",https://www.scopus.com/record/display.url?eid=2-s2.0-85178897434&origin=resultslist,10.1590/1980-54702023v29e0022,Article,Gold|Green,2-s2.0-85178897434,-,Universidad Autónoma Metropolitana| Universidade Estadual Paulista Júlio de Mesquita Filho,505017| 602018,Academic,2.0,60004911| 60028381| 60006028,"Universidad Pedagógica Nacional, Mexico| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidade Estadual Paulista ""Júlio de Mesquita Filho""",58750176300,55556444100,-,-,Mexico| Brazil,2.0,3304,Education,3,Social Sciences & Management,318,Education & Training,41,Education Studies,39,Education,3904| 3999| 3903,Specialist studies in education| Other education| Education systems,-,Creative Thinking and Gifted Education Frameworks,987,77.959,Giftedness in Diverse Educational Contexts,4110,91.233,Definitive,2023.0,0.0,N/A,"Zarzar, C.B.| Fernández, J.D.| Capellini, V.L.M.F.",Universidad Autónoma Metropolitana| Universidade Estadual Paulista Júlio de Mesquita Filho,Mexico| Brazil,0
