Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
58520325900,58520325900,"Disappearances of bodies, blurring of images: Archive, violence and memory in Bruno Varela's work on the Iguala Case (2015-2016)","Bonilla, M.M.",1.0,58520325900,2022.0,2022-01-01,Confluenze,14,1,282-298,-,ISSN-20360967,21100259514.0,Journal,University of Bologna,Spanish,0.53,62,0.2,72,0.101,94,0.97,13.0,0.0,0.0,2.94,81.0,80.0,0.0,0.0,"Bonilla, M.M. (2022).Disappearances of bodies, blurring of images: Archive, violence and memory in Bruno Varela's work on the Iguala Case (2015-2016). Confluenze,14(1) 282-298",https://www.scopus.com/record/display.url?eid=2-s2.0-85166556469&origin=resultslist,10.6092/issn.2036-0967/13964,Article,,2-s2.0-85166556469,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,-,-,58520325900,58520325900,Mexico,1.0,1202| 3312| 3314| 3316,History| Sociology and Political Science| Anthropology| Cultural Studies,3| 1,Social Sciences & Management| Arts & Humanities,342| 311| 304| 126,Sociology| Communication & Media Studies| Anthropology| History,33| 40,Arts and Humanities| Social Sciences,44| 47| 36,"Human Society| Language, Communication And Culture| Creative Arts And Writing",4703| 4401| 3604,Language studies| Anthropology| Performing arts,SDG 16,"Intersections of Literature, Philosophy, and Visual Arts",1248,4.12,Visual Narratives and Memory in Contemporary Photography,14533,57.203,Defensible,2022.0,0.0,N/A,"Bonilla, M.M.",Universidad Autónoma Metropolitana,Mexico,0
