Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
6503993523,6503993523,Acetylcholinesterase is associated with a decrease in cell proliferation of hepatocellular carcinoma cells,"Pérez-Aguilar, B.| Vidal, C.J.| Palomec, G.| García-Dolores, F.| Gutiérrez-Ruiz, M.C.| Bucio, L.| Gómez-Olivares, J.L.| Gómez-Quiroz, L.E.",8.0,56595152200| 55430198000| 56595225200| 55331834800| 7004019071| 55989671200| 6503993523| 56000734700,2015.0,2015-07-01,Biochimica et Biophysica Acta - Molecular Basis of Disease,1852,7,1380-1387,-,ISSN-09254439,21722.0,Journal,Elsevier,English,1.53,11,9.7,9,2.818,8,2.24,49.0,55.0,1.85,11.35,10.0,15.0,0.0,0.0,"Pérez-Aguilar, B., Vidal, C.J., Palomec, G. and 5 more (...) (2015).Acetylcholinesterase is associated with a decrease in cell proliferation of hepatocellular carcinoma cells. Biochimica et Biophysica Acta - Molecular Basis of Disease,1852(7) 1380-1387",https://www.scopus.com/record/display.url?eid=2-s2.0-84927720992&origin=resultslist,10.1016/j.bbadis.2015.04.003,Article,,2-s2.0-84927720992,25869328,Universidad Autónoma Metropolitana| University of Murcia,505017| 312028,Academic,2.0,60028381| 60000130| 115604893,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad de Murcia| Mexico D.F,56595152200,56000734700,6503993523,-,Spain| Mexico,2.0,1312| 1313,Molecular Biology| Molecular Medicine,5,Life Sciences & Medicine,532| 507,Medicine| Biological Sciences,32,Life Sciences,32| 31,Biomedical And Clinical Sciences| Biological Sciences,3205| 3101,Medical biochemistry and metabolomics| Biochemistry and cell biology,SDG 3,Innovative Approaches in Acetylcholinesterase Inhibition,848,43.362,Acetylcholinesterase Function in Cholinergic Systems,11178,66.251,Very Good,2015.0,55.0,N/A,"Pérez-Aguilar, B.| Vidal, C.J.| Palomec, G.| García-Dolores, F.| Gutiérrez-Ruiz, M.C.| Bucio, L.| Gómez-Olivares, J.L.| Gómez-Quiroz, L.E.",Universidad Autónoma Metropolitana| University of Murcia,Spain| Mexico,0
6503993523,6503993523,New paradigms in the study of the cholinergic system and metabolic diseases: Acetyl-and-butyrylcholinesterase,"Villeda-González, J.D.| Gómez-Olivares, J.L.| Baiza-Gutman, L.A.",3.0,57216224267| 6503993523| 6506373582,2024.0,2024-08-01,Journal of Cellular Physiology,239,8,-,e31274,ISSN-00219541,23455.0,Journal,John Wiley and Sons Inc,English,1.09,25,12.1,8,1.377,12,1.1,11.0,38.0,6.71,5.66,2.0,2.0,0.0,0.0,"Villeda-González, J.D., Gómez-Olivares, J.L., Baiza-Gutman, L.A. (2024).New paradigms in the study of the cholinergic system and metabolic diseases: Acetyl-and-butyrylcholinesterase. Journal of Cellular Physiology,239(8) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85189967134&origin=resultslist,10.1002/jcp.31274,Article,Hybrid gold,2-s2.0-85189967134,38605655,Consejo Nacional de Ciencia y Tecnologia Mexico| Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,704696| 505017| 505023,Academic| Government,3.0,60069652| 60027998| 60032442| 60028381,"Instituto de Fisiologia Celular de la UNAM| Secretaría de Ciencia, Humanidades, Tecnología e Innovación| Universidad Nacional Autónoma de México| Universidad Autónoma Metropolitana -Unidad Iztapalapa",57216224267,6506373582,57216224267,-,Mexico,1.0,1307| 1308| 1314,Cell Biology| Clinical Biochemistry| Physiology,5,Life Sciences & Medicine,503| 507,Anatomy & Physiology| Biological Sciences,32,Life Sciences,31| 32,Biological Sciences| Biomedical And Clinical Sciences,3109| 3101| 3208,Zoology| Biochemistry and cell biology| Medical physiology,SDG 3,Heart Rate Variability and Autonomic Function Insights,621,48.267,Cholinergic Pathways in Immune Regulation and Inflammation,10227,94.262,Definitive,2024.0,38.0,N/A,"Villeda-González, J.D.| Gómez-Olivares, J.L.| Baiza-Gutman, L.A.",Consejo Nacional de Ciencia y Tecnologia Mexico| Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,Mexico,0
6503993523,6503993523,Nicotinamide reduces inflammation and oxidative stress via the cholinergic system in fructose-induced metabolic syndrome in rats,"Villeda-González, J.D.| Gómez-Olivares, J.L.| Baiza-Gutman, L.A.| Manuel-Apolinar, L.| Damasio-Santana, L.| Millán-Pacheco, C.| Ángeles-Mejía, S.| Cortés-Ginez, M.C.| Cruz-López, M.| Vidal-Moreno, C.J.| Díaz-Flores, M.",11.0,57216224267| 6503993523| 6506373582| 6506592080| 6506200879| 14120132300| 38461010000| 57216224692| 56062841700| 57208471354| 6602485683,2020.0,2020-06-01,Life Sciences,250,-,-,117585,ISSN-00243205,20473.0,Journal,Elsevier Inc.,English,1.04,30,5.3,12,1.131,7,1.0,28.0,24.0,1.55,7.1,20.0,17.0,0.0,0.0,"Villeda-González, J.D., Gómez-Olivares, J.L., Baiza-Gutman, L.A. and 8 more (...) (2020).Nicotinamide reduces inflammation and oxidative stress via the cholinergic system in fructose-induced metabolic syndrome in rats. Life Sciences,250",https://www.scopus.com/record/display.url?eid=2-s2.0-85082877058&origin=resultslist,10.1016/j.lfs.2020.117585,Article,,2-s2.0-85082877058,32243928,Universidad Autonoma del Estado de Morelos| Hospital de Especialidades| Universidad Autónoma Metropolitana| Instituto Mexicano del Seguro Social| Universidad Nacional Autónoma de México| University of Murcia,505016| 505031| 505017| 505006| 505023| 312028,Medical| Academic| Government,6.0,60028381| 60019221| 60008467| 60032442| 60005058| 60025626| 60000130,Universidad Autónoma Metropolitana -Unidad Iztapalapa| UMAE Hospital de Especialidades Centro Medico Nacional Siglo XXI| Instituto Mexicano del Seguro Social| Universidad Nacional Autónoma de México| Facultad de Estudios Superiores Iztacala| Universidad Autónoma del Estado de Morelos| Universidad de Murcia,57216224267,6602485683,6602485683,-,Spain| Mexico,2.0,1300| 3000,"General Biochemistry,Genetics and Molecular Biology| General Pharmacology, Toxicology and Pharmaceutics",5,Life Sciences & Medicine,537| 507,Pharmacy & Pharmacology| Biological Sciences,32| 34,Life Sciences| Medical and Health,32| 31,Biomedical And Clinical Sciences| Biological Sciences,3214| 3101,Pharmacology and pharmaceutical sciences| Biochemistry and cell biology,-,Nutrition Patterns and Health Outcomes Across Cultures,458,89.601,Fructose Impact on Metabolic Health and Insulin Resistance,8537,95.119,Very Good,2020.0,24.0,N/A,"Villeda-González, J.D.| Gómez-Olivares, J.L.| Baiza-Gutman, L.A.| Manuel-Apolinar, L.| Damasio-Santana, L.| Millán-Pacheco, C.| Ángeles-Mejía, S.| Cortés-Ginez, M.C.| Cruz-López, M.| Vidal-Moreno, C.J.| Díaz-Flores, M.",Universidad Autonoma del Estado de Morelos| Hospital de Especialidades| Universidad Autónoma Metropolitana| Instituto Mexicano del Seguro Social| Universidad Nacional Autónoma de México| University of Murcia,Spain| Mexico,0
6503993523,6503993523,"Assessment of cytogenetic damage and cholinesterases’ activity in workers occupationally exposed to pesticides in zamora-jacona, michoacan, mexico","Valencia-Quintana, R.| López-Durán, R.M.| Milić, M.| Bonassi, S.| Ochoa-Ocaña, M.A.| Uriostegui-Acosta, M.O.| Pérez-Flores, G.A.| Gómez-Olivares, J.L.| Sánchez-Alarcón, J.",9.0,55989753600| 57202949622| 7006630928| 7006233898| 57224401368| 14822696400| 57202942103| 6503993523| 6506854384,2021.0,2021-06-02,International Journal of Environmental Research and Public Health,18,12,-,6269,ISSN-16617827,144989.0,Journal,MDPI,English,1.38,17,4.5,25,0.814,25,1.81,58.0,21.0,1.05,14.32,19.0,27.0,0.0,1.0,"Valencia-Quintana, R., López-Durán, R.M., Milić, M. and 6 more (...) (2021).Assessment of cytogenetic damage and cholinesterases’ activity in workers occupationally exposed to pesticides in zamora-jacona, michoacan, mexico. International Journal of Environmental Research and Public Health,18(12) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85107504734&origin=resultslist,10.3390/ijerph18126269,Article,Gold|Green,2-s2.0-85107504734,34200547,Institute for Medical Research and Occupational Health| Universidad Autónoma Metropolitana| Universidad Autónoma de Guerrero| Universidad Autónoma de Tlaxcala,317006| 505017| 714299| 714292,Academic| Government,4.0,60029589| 60028381| 60069682| 121818869| 126373597| 60022139,Universidad Autónoma de Tlaxcala| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Institut za Medicinska Istrazivanja i Medicinu Rada| IRCCS San Rafaele Pisana| UNAM| Universidad Autónoma de Guerrero,55989753600,6506854384,57202949622| 6506854384,-,Mexico| Croatia| Italy,3.0,2307| 2310| 2739,"Health, Toxicology and Mutagenesis| Pollution| Public Health, Environmental and Occupational Health",5| 3,Life Sciences & Medicine| Social Sciences & Management,532| 424,Medicine| Environmental Sciences,34| 37,Medical and Health| Physical Sciences,MD,Multidisciplinary,MD,Multidisciplinary,SDG 3,Genotoxicity and Cancer Risk Assessment Framework,991,21.387,Genotoxicity and Health Risks from Pesticide Exposure,32932,66.611,Very Good,2021.0,21.0,N/A,"Valencia-Quintana, R.| López-Durán, R.M.| Milić, M.| Bonassi, S.| Ochoa-Ocaña, M.A.| Uriostegui-Acosta, M.O.| Pérez-Flores, G.A.| Gómez-Olivares, J.L.| Sánchez-Alarcón, J.",Institute for Medical Research and Occupational Health| Universidad Autónoma Metropolitana| Universidad Autónoma de Guerrero| Universidad Autónoma de Tlaxcala,Mexico| Croatia| Italy,0
6503993523,6503993523,"Phytochemical profile, toxicity, and pharmacological potential of peels from four species of tropical fruits","Chel-Guerrero, L.D.| Sauri-Duch, E.| Fragoso-Serrano, M.C.| Pérez-Flores, L.J.| Gómez-Olivares, J.L.| Salinas-Arreortua, N.| Sierra-Palacios, E.D.C.| Mendoza-Espinoza, J.A.",8.0,57203014471| 56013543400| 6507957810| 56013751300| 6503993523| 16433062200| 56528426300| 56002729700,2018.0,2018-07-01,Journal of Medicinal Food,21,7,734-743,-,ISSN-1096620X,15970.0,Journal,Mary Ann Liebert Inc.,English,0.83,41,3.7,38,0.631,38,2.67,100.0,19.0,0.65,10.82,28.0,40.0,0.0,0.0,"Chel-Guerrero, L.D., Sauri-Duch, E., Fragoso-Serrano, M.C. and 5 more (...) (2018).Phytochemical profile, toxicity, and pharmacological potential of peels from four species of tropical fruits. Journal of Medicinal Food,21(7) 734-743",https://www.scopus.com/record/display.url?eid=2-s2.0-85050272484&origin=resultslist,10.1089/jmf.2017.0124,Article,,2-s2.0-85050272484,29481311,Universidad Autónoma Metropolitana| Universidad Autonoma de la Ciudad de Mexico| Instituto Tecnológico de Mérida| Universidad Nacional Autónoma de México,505017| 708454| 708661| 505023,Academic,4.0,60110909| 60032442| 60028381| 60094425,Instituto Tecnológico de Mérida| Universidad Nacional Autónoma de México| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma de la Ciudad de México,57203014471,56002729700,56002729700,-,Mexico,1.0,2701| 2916,Medicine (miscellaneous)| Nutrition and Dietetics,5,Life Sciences & Medicine,534| 532,Nursing| Medicine,34,Medical and Health,42| 30| 32,"Health Sciences| Agricultural, Veterinary And Food Sciences| Biomedical And Clinical Sciences",3006| 4208| 3210,"Food sciences| Traditional, complementary and integrative medicine| Nutrition and dietetics",-,Biodiesel Production and Environmental Impacts,406,89.928,Jatropha Plant Extracts and Their Bioactive Compounds,51512,65.425,Defensible,2018.0,19.0,N/A,"Chel-Guerrero, L.D.| Sauri-Duch, E.| Fragoso-Serrano, M.C.| Pérez-Flores, L.J.| Gómez-Olivares, J.L.| Salinas-Arreortua, N.| Sierra-Palacios, E.D.C.| Mendoza-Espinoza, J.A.",Universidad Autónoma Metropolitana| Universidad Autonoma de la Ciudad de Mexico| Instituto Tecnológico de Mérida| Universidad Nacional Autónoma de México,Mexico,0
6503993523,6503993523,Oxidative stress in the ovaries of mice chronically exposed to a low lead concentration: A generational approach,"Trujillo-Vázquez, S.K.| Gaona-Domínguez, S.| Villeda-González, J.D.| Librado-Osorio, R.| Luna-López, A.| Bonilla-González, E.| Valencia-Quintana, P.R.| Gómez-Olivares, J.L.",8.0,58037692700| 57218369806| 57216224267| 57193795161| 56013551000| 56378007100| 58038198900| 6503993523,2023.0,2023-01-01,Reproductive Toxicology,115,-,40-48,-,ISSN-08906238,24028.0,Journal,Elsevier Inc.,English,0.76,42,6.5,32,0.792,29,0.78,15.0,15.0,1.53,9.8,15.0,18.0,0.0,0.0,"Trujillo-Vázquez, S.K., Gaona-Domínguez, S., Villeda-González, J.D. and 5 more (...) (2023).Oxidative stress in the ovaries of mice chronically exposed to a low lead concentration: A generational approach. Reproductive Toxicology,11540-48",https://www.scopus.com/record/display.url?eid=2-s2.0-85145293328&origin=resultslist,10.1016/j.reprotox.2022.12.001,Article,,2-s2.0-85145293328,36473649,Instituto Nacional de Geriatría| Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México| Universidad Autónoma de Tlaxcala,714711| 505002| 505017| 505023| 714292,Other| Academic| Government,5.0,60014923| 60017323| 60069652| 60032442| 60108388| 60029589,Universidad Autónoma Metropolitana| Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Instituto de Fisiologia Celular de la UNAM| Universidad Nacional Autónoma de México| Instituto Nacional de Geriatría| Universidad Autónoma de Tlaxcala,58037692700,6503993523,58037692700,-,Mexico,1.0,3005,Toxicology,5,Life Sciences & Medicine,537,Pharmacy & Pharmacology,32,Life Sciences,32,Biomedical And Clinical Sciences,3214| 3215,Pharmacology and pharmaceutical sciences| Reproductive medicine,SDG 3,Health Risks of Lead and Cadmium Exposure,824,62.263,Lead Exposure and Antioxidant Response Mechanisms,14020,82.975,Definitive,2023.0,15.0,N/A,"Trujillo-Vázquez, S.K.| Gaona-Domínguez, S.| Villeda-González, J.D.| Librado-Osorio, R.| Luna-López, A.| Bonilla-González, E.| Valencia-Quintana, P.R.| Gómez-Olivares, J.L.",Instituto Nacional de Geriatría| Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México| Universidad Autónoma de Tlaxcala,Mexico,0
6503993523,6503993523,"Nicotinamide, an acetylcholinesterase uncompetitive inhibitor, protects the blood‒brain barrier and improves cognitive function in rats fed a hypercaloric diet","Ramírez-Cruz, A.| Gómez-González, B.| Baiza-Gutman, L.A.| Manuel-Apolinar, L.| Ángeles-Mejía, S.| López-Cervantes, S.P.| Ortega-Camarillo, C.| Cruz-López, M.| Gómez-Olivares, J.L.| Díaz-Flores, M.",10.0,58629041900| 56013566800| 6506373582| 6506592080| 38461010000| 57193843462| 57188536060| 56062841700| 6503993523| 6602485683,2023.0,2023-11-15,European Journal of Pharmacology,959,-,-,176068,ISSN-00142999,21333.0,Journal,Elsevier B.V.,English,0.94,31,9,16,1.055,21,1.11,18.0,9.0,0.97,9.25,25.0,30.0,0.0,0.0,"Ramírez-Cruz, A., Gómez-González, B., Baiza-Gutman, L.A. and 7 more (...) (2023).Nicotinamide, an acetylcholinesterase uncompetitive inhibitor, protects the blood‒brain barrier and improves cognitive function in rats fed a hypercaloric diet. European Journal of Pharmacology,959",https://www.scopus.com/record/display.url?eid=2-s2.0-85172993967&origin=resultslist,10.1016/j.ejphar.2023.176068,Article,,2-s2.0-85172993967,37775016,Hospital de Especialidades| Universidad Autónoma Metropolitana| Instituto Mexicano del Seguro Social| Universidad Nacional Autónoma de México,505031| 505017| 505006| 505023,Medical| Academic| Government,4.0,60028381| 60014923| 60019221| 60008467| 60032442| 60005058,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma Metropolitana| UMAE Hospital de Especialidades Centro Medico Nacional Siglo XXI| Instituto Mexicano del Seguro Social| Universidad Nacional Autónoma de México| Facultad de Estudios Superiores Iztacala,58629041900,6602485683,6602485683,-,Mexico,1.0,3004,Pharmacology,5,Life Sciences & Medicine,537,Pharmacy & Pharmacology,34,Medical and Health,32,Biomedical And Clinical Sciences,3214,Pharmacology and pharmaceutical sciences,-,Diabetes Management and Cardiovascular Health Insights,377,92.086,Impact of High-Fat Diet on Cognitive Function,31615,90.466,Definitive,2023.0,9.0,N/A,"Ramírez-Cruz, A.| Gómez-González, B.| Baiza-Gutman, L.A.| Manuel-Apolinar, L.| Ángeles-Mejía, S.| López-Cervantes, S.P.| Ortega-Camarillo, C.| Cruz-López, M.| Gómez-Olivares, J.L.| Díaz-Flores, M.",Hospital de Especialidades| Universidad Autónoma Metropolitana| Instituto Mexicano del Seguro Social| Universidad Nacional Autónoma de México,Mexico,0
6503993523,6503993523,Negative interaction of Staphylococcus aureus on Fusarium falciforme growth ocular isolates in an in vitro mixed biofilm,"Bautista-Hernández, L.A.| Gómez-Olivares, J.L.| Buentello-Volante, B.| Dominguez-Lopez, A.| Garfias, Y.| Acosta-García, M.C.| Calvillo-Medina, R.P.| Bautista-de Lucio, V.M.",8.0,55701948100| 6503993523| 56013674700| 56719505700| 6507941116| 25959834400| 57202096329| 35271179300,2019.0,2019-10-01,Microbial Pathogenesis,135,-,-,103644,ISSN-08824010,22941.0,Journal,Academic Press,English,1,31,4.4,35,0.763,46,1.3,31.0,6.0,0.33,11.98,50.0,57.0,0.0,0.0,"Bautista-Hernández, L.A., Gómez-Olivares, J.L., Buentello-Volante, B. and 5 more (...) (2019).Negative interaction of Staphylococcus aureus on Fusarium falciforme growth ocular isolates in an in vitro mixed biofilm. Microbial Pathogenesis,135",https://www.scopus.com/record/display.url?eid=2-s2.0-85069902276&origin=resultslist,10.1016/j.micpath.2019.103644,Article,,2-s2.0-85069902276,31351106,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,122934230| 60014923| 60022869,"Instituto de Oftalmología ""Fundación de Asistencia Privada Conde de Valenciana""| Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México, Facultad de Medicina",55701948100,35271179300,35271179300,-,Mexico,1.0,2404| 2725,Microbiology| Infectious Diseases,5,Life Sciences & Medicine,532| 507,Medicine| Biological Sciences,32| 34,Life Sciences| Medical and Health,31| 32,Biological Sciences| Biomedical And Clinical Sciences,3107| 3207| 3204,Microbiology| Medical microbiology| Immunology,-,Invasive Fungal Infections and Antifungal Resistance,91,78.94,Candida Albicans Biofilm Formation and Antifungal Resistance,9361,95.239,Very Good,2019.0,6.0,N/A,"Bautista-Hernández, L.A.| Gómez-Olivares, J.L.| Buentello-Volante, B.| Dominguez-Lopez, A.| Garfias, Y.| Acosta-García, M.C.| Calvillo-Medina, R.P.| Bautista-de Lucio, V.M.",Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,Mexico,0
6503993523,6503993523,Chemical Profile and Study of the Antidiabetic Effect of Annona squamosa L. Peel,"Ponce-Sánchez, C.| Oidor-Chan, V.H.| Álvarez-Ramírez, E.L.| Gómez-Cansino, R.| Zarza-García, A.L.| Gómez-Olivares, J.L.| de León-Sánchez, F.D.| Mendoza-Espinoza, J.A.",8.0,57939013900| 57188747774| 57938929800| 56006323800| 6505668275| 6503993523| 25928243500| 56002729700,2024.0,2024-02-01,Waste and Biomass Valorization,15,2,1053-1063,-,ISSN-18772641,19600157918.0,Journal,Springer Science and Business Media B.V.,English,0.88,37,7.4,27,0.645,36,0.4,16.0,5.0,0.45,11.09,27.0,50.0,0.0,0.0,"Ponce-Sánchez, C., Oidor-Chan, V.H., Álvarez-Ramírez, E.L. and 5 more (...) (2024).Chemical Profile and Study of the Antidiabetic Effect of Annona squamosa L. Peel. Waste and Biomass Valorization,15(2) 1053-1063",https://www.scopus.com/record/display.url?eid=2-s2.0-85164175656&origin=resultslist,10.1007/s12649-023-02217-1,Article,,2-s2.0-85164175656,-,Universidad Autónoma del Carmen| Universidad Autónoma Metropolitana| Universidad Autonoma de la Ciudad de Mexico,715593| 505017| 708454,Academic,3.0,60014923| 129931937| 60094425| 60000795| 129932301,Universidad Autónoma Metropolitana| Laboratory of Post-harvest of Plant Genetic Resources and Natural Products| Universidad Autónoma de la Ciudad de México| Universidad Autónoma del Carmen| Division of Biological Sciences and Health,57939013900,56002729700,25928243500| 56002729700,-,Mexico,1.0,2105| 2305| 2311,"Renewable Energy, Sustainability and the Environment| Environmental Engineering| Waste Management and Disposal",3| 2,Social Sciences & Management| Engineering & Technology,221| 424,Engineering - Electrical & Electronic| Environmental Sciences,36| 37,Engineering| Physical Sciences,40,Engineering,4004| 4011,Chemical engineering| Environmental engineering,SDG 3,Medicinal Plant Extracts for Pain Management,170,62.59,Plant Extracts as Antidiabetic Agents in Diabetes Management,1399,92.875,Definitive,2024.0,5.0,N/A,"Ponce-Sánchez, C.| Oidor-Chan, V.H.| Álvarez-Ramírez, E.L.| Gómez-Cansino, R.| Zarza-García, A.L.| Gómez-Olivares, J.L.| de León-Sánchez, F.D.| Mendoza-Espinoza, J.A.",Universidad Autónoma del Carmen| Universidad Autónoma Metropolitana| Universidad Autonoma de la Ciudad de Mexico,Mexico,0
6503993523,6503993523,Induction of micronuclei in meristematic cells of the root of Vicia faba treated with different concentrations of Marvel®,"Sánchez Alarcón, J.| Pérez-Sánchez, M.| Gómez-Olivares, J.L.| López-Durán, R.M.| Montiel-González, J.M.R.| Valencia-Sánchez, R.A.| Muñoz-Nava, H.| Pérez Flores, G.A.| Valencia-Quintana, R.",9.0,6506854384| 57202948462| 6503993523| 57202949622| 55227380300| 57202941850| 6504662707| 57202942103| 55989753600,2018.0,2018-01-01,Revista Internacional de Contaminacion Ambiental,34,1,95-106,-,ISSN-01884999,25279.0,Journal,"Centro de Ciencias de la Atmosfera, UNAM",Spanish,0.37,74,0.4,80,0.173,76,0.48,26.0,4.0,0.12,16.49,58.0,69.0,0.0,0.0,"Sánchez Alarcón, J., Pérez-Sánchez, M., Gómez-Olivares, J.L. and 6 more (...) (2018).Induction of micronuclei in meristematic cells of the root of Vicia faba treated with different concentrations of Marvel®. Revista Internacional de Contaminacion Ambiental,34(1) 95-106",https://www.scopus.com/record/display.url?eid=2-s2.0-85049887560&origin=resultslist,10.20937/RICA.2018.34.esp01.07,Article,Gold,2-s2.0-85049887560,-,Universidad Autónoma Metropolitana| Universidad Autónoma de Tlaxcala,505017| 714292,Academic,2.0,60029589| 120966224| 120966955| 60014923,Universidad Autónoma de Tlaxcala| Red Temática de Toxicología de Plaguicidas CONACyT-UANayarit| Cuerpo Académico Ambiente y Genética UATLX-CA-223| Universidad Autónoma Metropolitana,6506854384,55989753600,55989753600,-,Mexico,1.0,2310| 2311,Pollution| Waste Management and Disposal,3,Social Sciences & Management,424,Environmental Sciences,37,Physical Sciences,40| 41,Engineering| Environmental Sciences,4004| 4105| 4104,Chemical engineering| Pollution and contamination| Environmental management,SDG 3,Polycyclic Aromatic Hydrocarbons in Environmental Contexts,171,87.05,Genotoxicity Assessment Using Allium cepa Bioassays,7936,87.35,Defensible,2018.0,4.0,N/A,"Sánchez Alarcón, J.| Pérez-Sánchez, M.| Gómez-Olivares, J.L.| López-Durán, R.M.| Montiel-González, J.M.R.| Valencia-Sánchez, R.A.| Muñoz-Nava, H.| Pérez Flores, G.A.| Valencia-Quintana, R.",Universidad Autónoma Metropolitana| Universidad Autónoma de Tlaxcala,Mexico,0
