Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
55221863900,55221863900,Deconvolution of complex differential scanning calorimetry profiles for protein transitions under kinetic control,"Toledo-Núñez, C.| Vera-Robles, L.I.| Arroyo-Maya, I.J.| Hernández-Arana, A.",4.0,55221863900| 16835598700| 35762879000| 56013743200,2016.0,2016-09-15,Analytical Biochemistry,509,-,104-110,-,ISSN-00032697,16789.0,Journal,Academic Press Inc.,English,0.75,44,4.5,28,0.719,44,0.73,24.0,5.0,0.26,11.34,54.0,59.0,0.0,0.0,"Toledo-Núñez, C., Vera-Robles, L.I., Arroyo-Maya, I.J. and 1 more (...) (2016).Deconvolution of complex differential scanning calorimetry profiles for protein transitions under kinetic control. Analytical Biochemistry,509104-110",https://www.scopus.com/record/display.url?eid=2-s2.0-84978800226&origin=resultslist,10.1016/j.ab.2016.07.006,Article,,2-s2.0-84978800226,27402175,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381| 60024080,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma Metropolitana Unidad Cuajimalpa,55221863900,56013743200,56013743200,-,Mexico,1.0,1303| 1304| 1307| 1312,Biochemistry| Biophysics| Cell Biology| Molecular Biology,5,Life Sciences & Medicine,507,Biological Sciences,32,Life Sciences,34| 31,Chemical Sciences| Biological Sciences,3401| 3101,Analytical chemistry| Biochemistry and cell biology,-,Protein Interactions and High-Pressure Processing Effects,761,52.91,Protein Stability and Folding Dynamics in Denaturation,3759,72.117,Definitive,2016.0,5.0,N/A,"Toledo-Núñez, C.| Vera-Robles, L.I.| Arroyo-Maya, I.J.| Hernández-Arana, A.",Universidad Autónoma Metropolitana,Mexico,0
