Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
59869929800,59869929800,"Cantinflear to Politicize. Joke, Medical Order and Political Propaganda in El señor doctor by Cantinflas","Zamora Echegollen, M.A.| Juárez-Salazar, E.M.",2.0,59869929800| 56916010800,2022.0,2022-02-22,Area Abierta,22,1,47-63,-,ISSN-25307592,21101294476.0,Journal,Universidad Complutense Madrid,Spanish,-,-,-,-,-,-,0.02,1.0,0.0,0.0,12.27,81.0,80.0,0.0,0.0,"Zamora Echegollen, M.A., Juárez-Salazar, E.M. (2022).Cantinflear to Politicize. Joke, Medical Order and Political Propaganda in El señor doctor by Cantinflas. Area Abierta,22(1) 47-63",https://www.scopus.com/record/display.url?eid=2-s2.0-105004806266&origin=resultslist,10.5209/arab.79683,Article,Gold|Green,2-s2.0-105004806266,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,59869929800,56916010800,-,-,Mexico,1.0,1406| 3315,Marketing| Communication,3,Social Sciences & Management,335| 308| 311,Marketing| Business & Management Studies| Communication & Media Studies,35| 40,Business and Economics| Social Sciences,-,-,-,-,-,Philosophical Foundations of Art and Politics,813,7.652,Cinematic Narratives of Mexican Identity and Revolution,32841,20.783,Defensible,2022.0,0.0,N/A,"Zamora Echegollen, M.A.| Juárez-Salazar, E.M.",Universidad Autónoma Metropolitana,Mexico,0
