Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57195311768,57195311768,Stability Analysis of a Self-Gravitating Fluid within EIT Theory,"Salazar, J.F.| García-Perciante, A.L.| Méndez, A.R.| Chacón-Acosta, G.",4.0,57195311768| 16174984400| 56002716100| 56013712800,2023.0,2023-07-01,Universe,9,7,-,339,ISSN-22181997,21100903488.0,Journal,Multidisciplinary Digital Publishing Institute (MDPI),English,0.8,40,4.3,33,0.78,24,0.26,4.0,0.0,0.0,11.8,77.0,77.0,0.0,0.0,"Salazar, J.F., García-Perciante, A.L., Méndez, A.R. and 1 more (...) (2023).Stability Analysis of a Self-Gravitating Fluid within EIT Theory. Universe,9(7) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85166421965&origin=resultslist,10.3390/universe9070339,Article,Gold|Green,2-s2.0-85166421965,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60024080,Universidad Autónoma Metropolitana Unidad Cuajimalpa,57195311768,56013712800,16174984400,-,Mexico,1.0,3100,General Physics and Astronomy,4,Natural Sciences,439,Physics & Astronomy,37,Physical Sciences,MD| 51,Multidisciplinary| Physical Sciences,MD| 5107| 5101,Multidisciplinary| Particle and high energy physics| Astronomical sciences,-,Quark Gluon Plasma and Phase Transitions,175,57.619,Viscosity Dynamics in Quark-Gluon Plasma,11509,87.496,Definitive,2023.0,0.0,N/A,"Salazar, J.F.| García-Perciante, A.L.| Méndez, A.R.| Chacón-Acosta, G.",Universidad Autónoma Metropolitana,Mexico,0
