Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57215935340,57215935340,Dynamics of granular particles with interactions at a distance,"Rojas-Martínez, R.E.| Díaz-Leyva, P.| Sánchez, R.",3.0,57215935340| 8414986600| 24470492300,2020.0,2020-01-01,Journal of Statistical Mechanics: Theory and Experiment,2020,1,-,013207,ISSN-17425468,145274.0,Journal,Institute of Physics Publishing,English,0.85,41,3.6,17,0.428,60,0.63,10.0,3.0,0.26,7.61,62.0,61.0,0.0,0.0,"Rojas-Martínez, R.E., Díaz-Leyva, P., Sánchez, R. (2020).Dynamics of granular particles with interactions at a distance. Journal of Statistical Mechanics: Theory and Experiment,2020(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85082433514&origin=resultslist,10.1088/1742-5468/ab54b9,Article,,2-s2.0-85082433514,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,57215935340,24470492300,24470492300,-,Mexico,1.0,1804| 2613| 3109,"Statistics, Probability and Uncertainty| Statistics and Probability| Statistical and Nonlinear Physics",4| 2,Natural Sciences| Engineering & Technology,213| 439| 344| 431,Data Science| Physics & Astronomy| Statistics & Operational Research| Mathematics,37,Physical Sciences,51| 49,Physical Sciences| Mathematical Sciences,4902| 5103,Mathematical physics| Classical physics,-,Modeling Granular Flow Dynamics in Engineering Systems,1122,29.496,Dynamics and Segregation in Granular Materials,4779,80.602,Very Good,2020.0,3.0,N/A,"Rojas-Martínez, R.E.| Díaz-Leyva, P.| Sánchez, R.",Universidad Autónoma Metropolitana,Mexico,0
