Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57221968480,57221968480,Epistemic importance of a socio-environmental frontier in the processes of territorial reconfiguration in Colombia,"Ochoa Amaya, J.M.| Llanos Hernández, L.| Peña Ulloa, L.G.Y.",3.0,57221953791| 57411974500| 57221968480,2023.0,2023-08-05,Revista Venezolana de Gerencia,28,9,15-34,-,ISSN-13159984,22988.0,Journal,Universidad del Zulia,Spanish,0.79,41,1.9,52,0.231,66,0.36,17.0,0.0,0.0,9.92,77.0,77.0,0.0,0.0,"Ochoa Amaya, J.M., Llanos Hernández, L., Peña Ulloa, L.G.Y. (2023).Epistemic importance of a socio-environmental frontier in the processes of territorial reconfiguration in Colombia. Revista Venezolana de Gerencia,28(9) 15-34",https://www.scopus.com/record/display.url?eid=2-s2.0-85171267936&origin=resultslist,10.52080/rvgluz.28.e9.2,Article,Gold|Green,2-s2.0-85171267936,-,Universidad Autónoma Metropolitana| Universidad de los Llanos,505017| 708544,Academic,2.0,60104325| 60014923,Universidad de los Llanos| Universidad Autónoma Metropolitana,57221953791,57221968480,-,-,Mexico| Colombia,2.0,1400| 3305,"General Business,Management and Accounting| Geography, Planning and Development",3,Social Sciences & Management,425| 308,Geography| Business & Management Studies,35| 40,Business and Economics| Social Sciences,39| 35| 44,"Education| Commerce, Management, Tourism And Services| Human Society",3507| 3903| 4404,"Strategy, management and organisational behaviour| Education systems| Development studies",SDG 15,Urban Renewal and Spatial Planning Dynamics,1119,28.908,Gender Perspectives in Urban Planning Policies,51763,27.746,Defensible,2023.0,0.0,N/A,"Ochoa Amaya, J.M.| Llanos Hernández, L.| Peña Ulloa, L.G.Y.",Universidad Autónoma Metropolitana| Universidad de los Llanos,Mexico| Colombia,0
