Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
58356053800,58356053800,Conformation changes in stiff-chain poly-n-butyl isocyanate. The dilute regime,"Romo-Uribe, A.| Rodriguez-Talavera, R.| Hernandez-Morales, M.G.",3.0,55989706000| 56868075300| 58356053800,2023.0,2023-09-10,Journal of Applied Polymer Science,140,34,-,e54318,ISSN-00218995,13554.0,Journal,John Wiley and Sons Inc,English,0.69,48,5.7,29,0.557,31,0.78,16.0,0.0,0.0,12.67,77.0,77.0,0.0,0.0,"Romo-Uribe, A., Rodriguez-Talavera, R., Hernandez-Morales, M.G. (2023).Conformation changes in stiff-chain poly-n-butyl isocyanate. The dilute regime. Journal of Applied Polymer Science,140(34) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85162949761&origin=resultslist,10.1002/app.54318,Article,,2-s2.0-85162949761,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México| Johnson & Johnson,505017| 505023| 508540,Academic| Corporate,3.0,60010584| 60032442| 60172283| 60014923,Johnson & Johnson| Universidad Nacional Autónoma de México| UNAM campus Juriquilla| Universidad Autónoma Metropolitana,55989706000,58356053800,55989706000,-,Mexico| United States,2.0,1600| 2505| 2507| 2508,"General Chemistry| Materials Chemistry| Polymers and Plastics| Surfaces, Coatings and Films",4,Natural Sciences,409| 433,Chemistry| Materials Science,37| 36,Physical Sciences| Engineering,34| 40,Chemical Sciences| Engineering,-,-,-,Mechanical Properties and Fluid Dynamics in Drilling,371,68.411,Viscoelastic Properties of Actin Networks in Cells,10798,88.463,Definitive,2023.0,0.0,N/A,"Romo-Uribe, A.| Rodriguez-Talavera, R.| Hernandez-Morales, M.G.",Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México| Johnson & Johnson,Mexico| United States,0
