Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
56986522200,56986522200,Polymer quantization and the saddle point approximation of partition functions,"Morales-Técotl, H.A.| Orozco-Borunda, D.H.| Rastgoo, S.",3.0,55989771800| 56986522200| 35111660300,2015.0,2015-11-09,"Physical Review D - Particles, Fields, Gravitation and Cosmology",92,10,-,104029,ISSN-15507998,110157.0,Journal,American Physical Society,English,-,-,8.3,9,-,-,0.32,8.0,20.0,0.47,10.65,28.0,47.0,0.0,0.0,"Morales-Técotl, H.A., Orozco-Borunda, D.H., Rastgoo, S. (2015).Polymer quantization and the saddle point approximation of partition functions. Physical Review D - Particles, Fields, Gravitation and Cosmology,92(10) ",https://www.scopus.com/record/display.url?eid=2-s2.0-84948799181&origin=resultslist,10.1103/PhysRevD.92.104029,Article,Green,2-s2.0-84948799181,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,55989771800,35111660300,-,-,Mexico,1.0,3101| 3106,Physics and Astronomy (miscellaneous)| Nuclear and High Energy Physics,4,Natural Sciences,439,Physics & Astronomy,37,Physical Sciences,49| 51,Mathematical Sciences| Physical Sciences,5107| 5101| 4902,Particle and high energy physics| Astronomical sciences| Mathematical physics,-,Interplay of Quantum Gravity and Cosmological Models,22,91.302,Quantum Gravity and Black Hole Cosmology,3161,89.743,Definitive,2015.0,20.0,N/A,"Morales-Técotl, H.A.| Orozco-Borunda, D.H.| Rastgoo, S.",Universidad Autónoma Metropolitana,Mexico,0
