Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57218891834,57218891834,"""I'm strong…I feel sicker when I'm at home than when I'm working"". Man-commodity and health in bricklayers","Hernández, J.C.M.| Romero, R.C.| Navarro, M.P.",3.0,57809065400| 57218893322| 57218891834,2022.0,2022-01-01,Social Medicine,15,2,87-95,-,ISSN-15577112,19900193224.0,Journal,Social Medicine Publishing Group,English,0.15,89,0.4,92,0.141,91,0.14,3.0,0.0,0.0,9.46,81.0,80.0,0.0,0.0,"Hernández, J.C.M., Romero, R.C., Navarro, M.P. (2022).""I'm strong…I feel sicker when I'm at home than when I'm working"". Man-commodity and health in bricklayers. Social Medicine,15(2) 87-95",https://www.scopus.com/record/display.url?eid=2-s2.0-85134412803&origin=resultslist,-,Article,,2-s2.0-85134412803,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,128374644| 60010210,Workers' Health Autonomous Metropolitan University| Universidad Autónoma Metropolitana Unidad Xochimilco,57809065400,57218891834,-,-,Mexico,1.0,2739| 3306,"Public Health, Environmental and Occupational Health| Health (social science)",3| 5,Social Sciences & Management| Life Sciences & Medicine,532,Medicine,40| 34,Social Sciences| Medical and Health,42| 44,Health Sciences| Human Society,4206| 4204| 4401,Public health| Midwifery| Anthropology,-,Democracy and Marxism in Social Transformation,1187,21.125,Marxian Perspectives on Labor and Economic Disparities,18335,38.392,Definitive,2022.0,0.0,N/A,"Hernández, J.C.M.| Romero, R.C.| Navarro, M.P.",Universidad Autónoma Metropolitana,Mexico,0
57218891834,57218891834,Organized social resistance: an Oral History and Collective Health approach,"Padilla, F.D.I.| Navarro, M.P.",2.0,57960592700| 57218891834,2022.0,2022-09-01,Social Medicine,15,3,116-122,-,ISSN-15577112,19900193224.0,Journal,Social Medicine Publishing Group,English,0.15,89,0.4,92,0.141,91,0.18,4.0,0.0,0.0,9.46,81.0,80.0,0.0,0.0,"Padilla, F.D.I., Navarro, M.P. (2022).Organized social resistance: an Oral History and Collective Health approach. Social Medicine,15(3) 116-122",https://www.scopus.com/record/display.url?eid=2-s2.0-85141699831&origin=resultslist,-,Article,,2-s2.0-85141699831,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,57960592700,57218891834,-,-,Mexico,1.0,2739| 3306,"Public Health, Environmental and Occupational Health| Health (social science)",5| 3,Life Sciences & Medicine| Social Sciences & Management,532,Medicine,34| 40,Medical and Health| Social Sciences,44| 42,Human Society| Health Sciences,4206| 4204| 4401,Public health| Midwifery| Anthropology,SDG 4,"Intersections of Philosophy, Literature, and Gender",1493,0.785,Philosophical Perspectives on Human Existence and Transformation,42745,29.129,Defensible,2022.0,0.0,N/A,"Padilla, F.D.I.| Navarro, M.P.",Universidad Autónoma Metropolitana,Mexico,0
57218891834,57218891834,"Praxis, resistance, and health as seen in social and oral histories","Navarro, M.P.| Romero, R.C.",2.0,57218891834| 57218893322,2020.0,2020-01-01,Social Medicine,13,1,15-20,-,ISSN-15577112,19900193224.0,Journal,Social Medicine Publishing Group,English,0.38,71,0.4,85,0.159,86,0.25,7.0,0.0,0.0,10.01,83.0,78.0,0.0,0.0,"Navarro, M.P., Romero, R.C. (2020).Praxis, resistance, and health as seen in social and oral histories. Social Medicine,13(1) 15-20",https://www.scopus.com/record/display.url?eid=2-s2.0-85090655825&origin=resultslist,-,Article,,2-s2.0-85090655825,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210,Universidad Autónoma Metropolitana Unidad Xochimilco,57218891834,57218893322,-,-,Mexico,1.0,2739| 3306,"Public Health, Environmental and Occupational Health| Health (social science)",3| 5,Social Sciences & Management| Life Sciences & Medicine,532,Medicine,40| 34,Social Sciences| Medical and Health,44| 42,Human Society| Health Sciences,4401| 4206| 4204,Anthropology| Public health| Midwifery,SDG 16,"Intersections of Philosophy, Literature, and Gender",1493,0.785,Philosophical Perspectives on Human Existence and Transformation,42745,29.129,Definitive,2020.0,0.0,N/A,"Navarro, M.P.| Romero, R.C.",Universidad Autónoma Metropolitana,Mexico,0
