Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57860602800,57860602800,Discourse Framing in U.S. 2020 Presidential Candidate Spots,"Amparán, A.C.| Lira, A.G.",2.0,57860602800| 57861170900,2022.0,2022-01-01,Norteamerica,18,1,-,-,ISSN-18703550,21100824449.0,Journal,Universidad Nacional Autonoma de Mexico,Spanish,0.35,75,0.4,53,0.142,49,0.69,15.0,1.0,0.19,5.19,70.0,69.0,0.0,0.0,"Amparán, A.C., Lira, A.G. (2022).Discourse Framing in U.S. 2020 Presidential Candidate Spots. Norteamerica,18(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85136710902&origin=resultslist,10.22201/CISAN.24487228E.2023.1.561,Article,Gold|Green,2-s2.0-85136710902,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923| 128502541,Universidad Autónoma Metropolitana| Profesora tiempo completo,57860602800,57861170900,57860602800| 57861170900,-,Mexico,1.0,2000| 3308| 3312| 3316| 3317| 3320,"General Economics,Econometrics and Finance| Law| Sociology and Political Science| Cultural Studies| Demography| Political Science and International Relations",3,Social Sciences & Management,342| 311| 317| 340| 425| 328,Sociology| Communication & Media Studies| Economics & Econometrics| Politics & International Studies| Geography| Law and Legal Studies,42| 35| 40,Law| Business and Economics| Social Sciences,44| 35,"Human Society| Commerce, Management, Tourism And Services",4403| 3502| 4401,"Demography| Banking, finance and investment| Anthropology",-,Dynamics of Democracy and Electoral Systems,249,61.347,Impact of Negative Political Advertising on Elections,12962,85.355,Defensible,2022.0,1.0,N/A,"Amparán, A.C.| Lira, A.G.",Universidad Autónoma Metropolitana,Mexico,0
