Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57203908289,57203908289,Violence in the Household and Happiness in Mexico,"Charles-Leija, H.| Aboites, G.| Llamas, I.",3.0,57201997669| 54992016500| 57203908289,2019.0,2019-06-01,Australian Economic Review,52,2,200-211,-,ISSN-00049018,18881.0,Journal,Blackwell Publishing,English,0.73,48,1.2,61,0.287,63,0.83,32.0,5.0,0.33,9.22,54.0,57.0,0.0,0.0,"Charles-Leija, H., Aboites, G., Llamas, I. (2019).Violence in the Household and Happiness in Mexico. Australian Economic Review,52(2) 200-211",https://www.scopus.com/record/display.url?eid=2-s2.0-85053493193&origin=resultslist,10.1111/1467-8462.12298,Article,,2-s2.0-85053493193,-,Universidad Autonoma de Coahuila| Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,704861| 505017| 505023,Academic,3.0,60019561| 60028381| 60032442,Universidad Autónoma de Coahuila| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Nacional Autónoma de México,57201997669,57203908289,57201997669,-,Mexico,1.0,2002,Economics and Econometrics,3,Social Sciences & Management,317,Economics & Econometrics,35,Business and Economics,38,Economics,3803| 3801| 3802,Economic theory| Applied economics| Econometrics,-,Emotional Wellbeing and Life Satisfaction Insights,466,86.2,Subjective Well-Being and Happiness Dynamics,786,98.371,Very Good,2019.0,5.0,N/A,"Charles-Leija, H.| Aboites, G.| Llamas, I.",Universidad Autonoma de Coahuila| Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,Mexico,0
